Station,Line Name,Date,Daily Entries,Daily Exits
145 ST,3,02/29/2020,2160,220
145 ST,3,03/01/2020,1441,166
145 ST,3,03/02/2020,3517,256
145 ST,3,03/03/2020,3670,300
145 ST,3,03/04/2020,3685,240
145 ST,3,03/05/2020,3592,248
145 ST,3,03/06/2020,3508,231
145 ST,3,03/07/2020,1999,272
145 ST,3,03/08/2020,1324,125
145 ST,3,03/09/2020,3274,249
145 ST,3,03/10/2020,3165,367
145 ST,3,03/11/2020,3268,244
145 ST,3,03/12/2020,2968,222
145 ST,3,03/13/2020,2658,178
145 ST,3,03/14/2020,1326,171
145 ST,3,03/15/2020,897,101
145 ST,3,03/16/2020,1771,146
145 ST,3,03/17/2020,1501,121
145 ST,3,03/18/2020,1487,154
145 ST,3,03/19/2020,1290,119
145 ST,3,03/20/2020,1266,123
145 ST,3,03/21/2020,679,129
145 ST,3,03/22/2020,394,113
145 ST,3,03/23/2020,735,84
145 ST,3,03/24/2020,780,78
145 ST,3,03/25/2020,692,125
145 ST,3,03/26/2020,709,107
145 ST,3,03/27/2020,8,13
145 ST,3,03/28/2020,1,0
145 ST,3,03/29/2020,0,0
145 ST,3,03/30/2020,462,75
145 ST,3,03/31/2020,444,84
145 ST,3,04/01/2020,496,80
145 ST,3,04/02/2020,458,84
145 ST,3,04/03/2020,448,118
145 ST,3,04/04/2020,0,86
145 ST,3,04/05/2020,0,27
145 ST,3,04/06/2020,416,65
145 ST,3,04/07/2020,442,71
145 ST,3,04/08/2020,431,74
145 ST,3,04/09/2020,422,114
145 ST,3,04/10/2020,417,75
145 ST,3,04/11/2020,34,78
145 ST,3,04/12/2020,14,35
145 ST,3,04/13/2020,364,71
145 ST,3,04/14/2020,389,103
145 ST,3,04/15/2020,416,88
145 ST,3,04/16/2020,454,79
145 ST,3,04/17/2020,429,89
145 ST,3,12/28/2019,0,2
145 ST,3,12/29/2019,3,7
145 ST,3,12/30/2019,2559,187
145 ST,3,12/31/2019,2643,197
145 ST,ABCD,01/01/2020,9009,9711
145 ST,ABCD,01/02/2020,18699,18313
145 ST,ABCD,01/03/2020,19387,17971
145 ST,ABCD,01/04/2020,13449,12450
145 ST,ABCD,01/05/2020,11167,11124
145 ST,ABCD,01/06/2020,20273,19362
145 ST,ABCD,01/07/2020,20677,20032
145 ST,ABCD,01/08/2020,20907,20386
145 ST,ABCD,01/09/2020,21784,20235
145 ST,ABCD,01/10/2020,21581,20141
145 ST,ABCD,01/11/2020,14802,14675
145 ST,ABCD,01/12/2020,11633,11686
145 ST,ABCD,01/13/2020,25671,24322
145 ST,ABCD,01/14/2020,21610,20847
145 ST,ABCD,01/15/2020,21633,21164
145 ST,ABCD,01/16/2020,21493,20921
145 ST,ABCD,01/17/2020,21091,19805
145 ST,ABCD,01/18/2020,14356,12849
145 ST,ABCD,01/19/2020,12263,12463
145 ST,ABCD,01/20/2020,13804,13805
145 ST,ABCD,01/21/2020,20430,19866
145 ST,ABCD,01/22/2020,20678,20345
145 ST,ABCD,01/23/2020,20968,19849
145 ST,ABCD,01/24/2020,21420,19921
145 ST,ABCD,01/25/2020,14648,13324
145 ST,ABCD,01/26/2020,12967,13258
145 ST,ABCD,01/27/2020,22987,22851
145 ST,ABCD,01/28/2020,24415,24111
145 ST,ABCD,01/29/2020,25021,24215
145 ST,ABCD,01/30/2020,24504,23275
145 ST,ABCD,01/31/2020,22456,21280
145 ST,ABCD,02/01/2020,14785,13729
145 ST,ABCD,02/02/2020,11378,11467
145 ST,ABCD,02/03/2020,23338,23608
145 ST,ABCD,02/04/2020,24489,23944
145 ST,ABCD,02/05/2020,24637,23951
145 ST,ABCD,02/06/2020,24219,23512
145 ST,ABCD,02/07/2020,22873,21365
145 ST,ABCD,02/08/2020,16749,15399
145 ST,ABCD,02/09/2020,12967,12969
145 ST,ABCD,02/10/2020,23185,23086
145 ST,ABCD,02/11/2020,24433,23889
145 ST,ABCD,02/12/2020,21534,20663
145 ST,ABCD,02/13/2020,24482,23595
145 ST,ABCD,02/14/2020,22723,20997
145 ST,ABCD,02/15/2020,15271,13757
145 ST,ABCD,02/16/2020,12922,12397
145 ST,ABCD,02/17/2020,15296,15113
145 ST,ABCD,02/18/2020,21969,21804
145 ST,ABCD,02/19/2020,23235,22670
145 ST,ABCD,02/20/2020,22468,21990
145 ST,ABCD,02/21/2020,20871,19527
145 ST,ABCD,02/22/2020,16368,15073
145 ST,ABCD,02/23/2020,12815,13051
145 ST,ABCD,02/24/2020,23729,23252
145 ST,ABCD,02/25/2020,24255,23822
145 ST,ABCD,02/26/2020,24604,23929
145 ST,ABCD,02/27/2020,24162,23929
145 ST,ABCD,02/28/2020,23000,21513
145 ST,ABCD,02/29/2020,17185,16104
145 ST,ABCD,03/01/2020,13646,13489
145 ST,ABCD,03/02/2020,23426,23263
145 ST,ABCD,03/03/2020,24084,23655
145 ST,ABCD,03/04/2020,24839,23935
145 ST,ABCD,03/05/2020,24196,23387
145 ST,ABCD,03/06/2020,22014,20829
145 ST,ABCD,03/07/2020,14664,13441
145 ST,ABCD,03/08/2020,10011,8651
145 ST,ABCD,03/09/2020,21193,20075
145 ST,ABCD,03/10/2020,21377,19955
145 ST,ABCD,03/11/2020,20544,19331
145 ST,ABCD,03/12/2020,17295,16529
145 ST,ABCD,03/13/2020,14884,14247
145 ST,ABCD,03/14/2020,8660,8120
145 ST,ABCD,03/15/2020,6185,6454
145 ST,ABCD,03/16/2020,9197,9429
145 ST,ABCD,03/17/2020,7905,8068
145 ST,ABCD,03/18/2020,7444,7918
145 ST,ABCD,03/19/2020,6683,7306
145 ST,ABCD,03/20/2020,6317,6826
145 ST,ABCD,03/21/2020,3487,4059
145 ST,ABCD,03/22/2020,2448,2946
145 ST,ABCD,03/23/2020,3482,4008
145 ST,ABCD,03/24/2020,3761,4339
145 ST,ABCD,03/25/2020,3610,4117
145 ST,ABCD,03/26/2020,3482,4105
145 ST,ABCD,03/27/2020,4207,4590
145 ST,ABCD,03/28/2020,2262,2848
145 ST,ABCD,03/29/2020,1781,2311
145 ST,ABCD,03/30/2020,3136,3440
145 ST,ABCD,03/31/2020,2771,3286
145 ST,ABCD,04/01/2020,2945,3380
145 ST,ABCD,04/02/2020,2683,3111
145 ST,ABCD,04/03/2020,2666,3206
145 ST,ABCD,04/04/2020,1857,2381
145 ST,ABCD,04/05/2020,1544,1944
145 ST,ABCD,04/06/2020,2425,2930
145 ST,ABCD,04/07/2020,2312,2782
145 ST,ABCD,04/08/2020,2414,2927
145 ST,ABCD,04/09/2020,2140,2755
145 ST,ABCD,04/10/2020,2243,2953
145 ST,ABCD,04/11/2020,1736,2235
145 ST,ABCD,04/12/2020,1322,1859
145 ST,ABCD,04/13/2020,1988,2451
145 ST,ABCD,04/14/2020,2506,2967
145 ST,ABCD,04/15/2020,2406,2886
145 ST,ABCD,04/16/2020,2306,2812
145 ST,ABCD,04/17/2020,2436,2905
145 ST,ABCD,12/28/2019,14269,13070
145 ST,ABCD,12/29/2019,12751,12432
145 ST,ABCD,12/30/2019,15380,13574
145 ST,ABCD,12/31/2019,17447,15632
149/GRAND CONC,245,01/01/2020,3484,2581
149/GRAND CONC,245,01/02/2020,9875,5154
149/GRAND CONC,245,01/03/2020,9999,5181
149/GRAND CONC,245,01/04/2020,5469,3688
149/GRAND CONC,245,01/05/2020,4110,2935
149/GRAND CONC,245,01/06/2020,11761,5704
149/GRAND CONC,245,01/07/2020,12318,6518
149/GRAND CONC,245,01/08/2020,12123,6295
149/GRAND CONC,245,01/09/2020,11909,6066
149/GRAND CONC,245,01/10/2020,11639,6543
149/GRAND CONC,245,01/11/2020,6168,4736
149/GRAND CONC,245,01/12/2020,4119,3229
149/GRAND CONC,245,01/13/2020,12468,6919
149/GRAND CONC,245,01/14/2020,12201,6314
149/GRAND CONC,245,01/15/2020,12569,6556
149/GRAND CONC,245,01/16/2020,12185,6045
149/GRAND CONC,245,01/17/2020,11694,6177
149/GRAND CONC,245,01/18/2020,4900,3337
149/GRAND CONC,245,01/19/2020,4649,3032
149/GRAND CONC,245,01/20/2020,5485,3479
149/GRAND CONC,245,01/21/2020,12376,6123
149/GRAND CONC,245,01/22/2020,11814,6026
149/GRAND CONC,245,01/23/2020,12111,6244
149/GRAND CONC,245,01/24/2020,11588,5868
149/GRAND CONC,245,01/25/2020,5301,3751
149/GRAND CONC,245,01/26/2020,4396,3532
149/GRAND CONC,245,01/27/2020,13326,6924
149/GRAND CONC,245,01/28/2020,14362,6954
149/GRAND CONC,245,01/29/2020,14691,7111
149/GRAND CONC,245,01/30/2020,14088,6630
149/GRAND CONC,245,01/31/2020,12944,6624
149/GRAND CONC,245,02/01/2020,6271,4272
149/GRAND CONC,245,02/02/2020,4339,3149
149/GRAND CONC,245,02/03/2020,13926,7221
149/GRAND CONC,245,02/04/2020,14630,7130
149/GRAND CONC,245,02/05/2020,14750,7639
149/GRAND CONC,245,02/06/2020,14293,6908
149/GRAND CONC,245,02/07/2020,12469,6196
149/GRAND CONC,245,02/08/2020,6319,4204
149/GRAND CONC,245,02/09/2020,4534,3181
149/GRAND CONC,245,02/10/2020,13898,6739
149/GRAND CONC,245,02/11/2020,14612,6979
149/GRAND CONC,245,02/12/2020,12067,6182
149/GRAND CONC,245,02/13/2020,13806,6816
149/GRAND CONC,245,02/14/2020,12037,5572
149/GRAND CONC,245,02/15/2020,5513,3564
149/GRAND CONC,245,02/16/2020,4695,3304
149/GRAND CONC,245,02/17/2020,5907,3729
149/GRAND CONC,245,02/18/2020,12224,6357
149/GRAND CONC,245,02/19/2020,12491,6827
149/GRAND CONC,245,02/20/2020,12230,6410
149/GRAND CONC,245,02/21/2020,10642,5614
149/GRAND CONC,245,02/22/2020,6092,4120
149/GRAND CONC,245,02/23/2020,4614,3344
149/GRAND CONC,245,02/24/2020,13985,7362
149/GRAND CONC,245,02/25/2020,14105,6945
149/GRAND CONC,245,02/26/2020,14713,7080
149/GRAND CONC,245,02/27/2020,14010,6803
149/GRAND CONC,245,02/28/2020,12491,6647
149/GRAND CONC,245,02/29/2020,7124,4484
149/GRAND CONC,245,03/01/2020,4810,3324
149/GRAND CONC,245,03/02/2020,14062,6829
149/GRAND CONC,245,03/03/2020,14353,7165
149/GRAND CONC,245,03/04/2020,14535,7464
149/GRAND CONC,245,03/05/2020,14264,6920
149/GRAND CONC,245,03/06/2020,12506,6477
149/GRAND CONC,245,03/07/2020,6706,6306
149/GRAND CONC,245,03/08/2020,3869,3445
149/GRAND CONC,245,03/09/2020,12584,7601
149/GRAND CONC,245,03/10/2020,13186,7785
149/GRAND CONC,245,03/11/2020,12729,7419
149/GRAND CONC,245,03/12/2020,10433,6099
149/GRAND CONC,245,03/13/2020,8732,5490
149/GRAND CONC,245,03/14/2020,4583,4453
149/GRAND CONC,245,03/15/2020,3332,3340
149/GRAND CONC,245,03/16/2020,6159,4552
149/GRAND CONC,245,03/17/2020,5827,4040
149/GRAND CONC,245,03/18/2020,5319,3953
149/GRAND CONC,245,03/19/2020,4879,3530
149/GRAND CONC,245,03/20/2020,4632,3568
149/GRAND CONC,245,03/21/2020,2614,2651
149/GRAND CONC,245,03/22/2020,1847,1895
149/GRAND CONC,245,03/23/2020,2827,2209
149/GRAND CONC,245,03/24/2020,3131,2624
149/GRAND CONC,245,03/25/2020,2865,2517
149/GRAND CONC,245,03/26/2020,2990,3105
149/GRAND CONC,245,03/27/2020,3199,3195
149/GRAND CONC,245,03/28/2020,1741,2656
149/GRAND CONC,245,03/29/2020,1205,2267
149/GRAND CONC,245,03/30/2020,2597,2891
149/GRAND CONC,245,03/31/2020,2582,2480
149/GRAND CONC,245,04/01/2020,2535,2651
149/GRAND CONC,245,04/02/2020,2341,2549
149/GRAND CONC,245,04/03/2020,2421,2548
149/GRAND CONC,245,04/04/2020,1585,2052
149/GRAND CONC,245,04/05/2020,1243,1687
149/GRAND CONC,245,04/06/2020,2207,2113
149/GRAND CONC,245,04/07/2020,2148,2212
149/GRAND CONC,245,04/08/2020,2038,1987
149/GRAND CONC,245,04/09/2020,1936,1937
149/GRAND CONC,245,04/10/2020,1926,2060
149/GRAND CONC,245,04/11/2020,1201,1772
149/GRAND CONC,245,04/12/2020,950,1406
149/GRAND CONC,245,04/13/2020,1649,1620
149/GRAND CONC,245,04/14/2020,2060,2022
149/GRAND CONC,245,04/15/2020,2163,2029
149/GRAND CONC,245,04/16/2020,2062,1939
149/GRAND CONC,245,04/17/2020,2063,2043
149/GRAND CONC,245,12/28/2019,4665,7656
149/GRAND CONC,245,12/29/2019,3408,6429
149/GRAND CONC,245,12/30/2019,7903,4388
149/GRAND CONC,245,12/31/2019,7634,4547
14TH STREET,1,01/01/2020,3160,2777
14TH STREET,1,01/02/2020,7355,6799
14TH STREET,1,01/03/2020,6526,6700
14TH STREET,1,01/04/2020,4516,5333
14TH STREET,1,01/05/2020,3964,3781
14TH STREET,1,01/06/2020,8384,7530
14TH STREET,1,01/07/2020,8258,7781
14TH STREET,1,01/08/2020,7382,7911
14TH STREET,1,01/09/2020,8211,7818
14TH STREET,1,01/10/2020,8002,7842
14TH STREET,1,01/11/2020,4965,6980
14TH STREET,1,01/12/2020,4256,4484
14TH STREET,1,01/13/2020,8298,8916
14TH STREET,1,01/14/2020,8275,8907
14TH STREET,1,01/15/2020,8324,8691
14TH STREET,1,01/16/2020,8220,7633
14TH STREET,1,01/17/2020,8026,7330
14TH STREET,1,01/18/2020,2874,3008
14TH STREET,1,01/19/2020,3052,2779
14TH STREET,1,01/20/2020,4416,4187
14TH STREET,1,01/21/2020,6606,7850
14TH STREET,1,01/22/2020,8179,8651
14TH STREET,1,01/23/2020,7949,9605
14TH STREET,1,01/24/2020,8392,9298
14TH STREET,1,01/25/2020,0,24
14TH STREET,1,01/26/2020,0,18
14TH STREET,1,01/27/2020,8210,8928
14TH STREET,1,01/28/2020,8612,9518
14TH STREET,1,01/29/2020,7894,7421
14TH STREET,1,01/30/2020,8460,6968
14TH STREET,1,01/31/2020,7906,7415
14TH STREET,1,02/01/2020,4758,4014
14TH STREET,1,02/02/2020,4121,2972
14TH STREET,1,02/03/2020,8641,8487
14TH STREET,1,02/04/2020,8716,9525
14TH STREET,1,02/05/2020,7525,7743
14TH STREET,1,02/06/2020,8274,9285
14TH STREET,1,02/07/2020,8032,9137
14TH STREET,1,02/08/2020,5355,6486
14TH STREET,1,02/09/2020,3969,4150
14TH STREET,1,02/10/2020,8345,8361
14TH STREET,1,02/11/2020,8553,9280
14TH STREET,1,02/12/2020,8731,9684
14TH STREET,1,02/13/2020,8284,9338
14TH STREET,1,02/14/2020,7776,9354
14TH STREET,1,02/15/2020,3791,4789
14TH STREET,1,02/16/2020,3313,3877
14TH STREET,1,02/17/2020,4407,5268
14TH STREET,1,02/18/2020,8080,9047
14TH STREET,1,02/19/2020,8840,9454
14TH STREET,1,02/20/2020,8240,9434
14TH STREET,1,02/21/2020,7784,9289
14TH STREET,1,02/22/2020,5511,7148
14TH STREET,1,02/23/2020,4306,4803
14TH STREET,1,02/24/2020,8302,9305
14TH STREET,1,02/25/2020,8309,9484
14TH STREET,1,02/26/2020,8354,7948
14TH STREET,1,02/27/2020,8547,9613
14TH STREET,1,02/28/2020,7745,9173
14TH STREET,1,02/29/2020,5454,6647
14TH STREET,1,03/01/2020,3952,4786
14TH STREET,1,03/02/2020,8294,9311
14TH STREET,1,03/03/2020,8182,9105
14TH STREET,1,03/04/2020,8540,9243
14TH STREET,1,03/05/2020,8170,9346
14TH STREET,1,03/06/2020,7653,8661
14TH STREET,1,03/07/2020,5089,6208
14TH STREET,1,03/08/2020,3914,4947
14TH STREET,1,03/09/2020,6890,8193
14TH STREET,1,03/10/2020,6738,7680
14TH STREET,1,03/11/2020,6383,7402
14TH STREET,1,03/12/2020,5361,6066
14TH STREET,1,03/13/2020,3225,4739
14TH STREET,1,03/14/2020,2797,3486
14TH STREET,1,03/15/2020,1661,2284
14TH STREET,1,03/16/2020,2206,2858
14TH STREET,1,03/17/2020,1750,2264
14TH STREET,1,03/18/2020,1510,2033
14TH STREET,1,03/19/2020,1255,1802
14TH STREET,1,03/20/2020,1205,1647
14TH STREET,1,03/21/2020,579,1021
14TH STREET,1,03/22/2020,366,647
14TH STREET,1,03/23/2020,576,1012
14TH STREET,1,03/24/2020,667,1104
14TH STREET,1,03/25/2020,612,1028
14TH STREET,1,03/26/2020,598,1009
14TH STREET,1,03/27/2020,553,955
14TH STREET,1,03/28/2020,333,628
14TH STREET,1,03/29/2020,211,548
14TH STREET,1,03/30/2020,484,841
14TH STREET,1,03/31/2020,492,830
14TH STREET,1,04/01/2020,455,844
14TH STREET,1,04/02/2020,469,879
14TH STREET,1,04/03/2020,490,883
14TH STREET,1,04/04/2020,265,569
14TH STREET,1,04/05/2020,181,403
14TH STREET,1,04/06/2020,438,783
14TH STREET,1,04/07/2020,460,756
14TH STREET,1,04/08/2020,425,787
14TH STREET,1,04/09/2020,410,738
14TH STREET,1,04/10/2020,406,689
14TH STREET,1,04/11/2020,248,543
14TH STREET,1,04/12/2020,189,445
14TH STREET,1,04/13/2020,349,676
14TH STREET,1,04/14/2020,441,767
14TH STREET,1,04/15/2020,442,833
14TH STREET,1,04/16/2020,441,847
14TH STREET,1,04/17/2020,469,852
14TH STREET,1,12/28/2019,3910,4349
14TH STREET,1,12/29/2019,3231,3113
14TH STREET,1,12/30/2019,5125,5436
14TH STREET,1,12/31/2019,4978,5742
15 ST-PROSPECT,FG,01/01/2020,2096,1522
15 ST-PROSPECT,FG,01/02/2020,5763,3475
15 ST-PROSPECT,FG,01/03/2020,5918,3372
15 ST-PROSPECT,FG,01/04/2020,3376,2163
15 ST-PROSPECT,FG,01/05/2020,2877,2004
15 ST-PROSPECT,FG,01/06/2020,6455,3785
15 ST-PROSPECT,FG,01/07/2020,6620,3808
15 ST-PROSPECT,FG,01/08/2020,6729,3834
15 ST-PROSPECT,FG,01/09/2020,6759,3820
15 ST-PROSPECT,FG,01/10/2020,6568,3515
15 ST-PROSPECT,FG,01/11/2020,3739,2556
15 ST-PROSPECT,FG,01/12/2020,2955,2200
15 ST-PROSPECT,FG,01/13/2020,6372,3690
15 ST-PROSPECT,FG,01/14/2020,6535,3705
15 ST-PROSPECT,FG,01/15/2020,6878,3942
15 ST-PROSPECT,FG,01/16/2020,6715,3844
15 ST-PROSPECT,FG,01/17/2020,6333,3574
15 ST-PROSPECT,FG,01/18/2020,3264,2145
15 ST-PROSPECT,FG,01/19/2020,2806,1894
15 ST-PROSPECT,FG,01/20/2020,3766,2465
15 ST-PROSPECT,FG,01/21/2020,6387,3681
15 ST-PROSPECT,FG,01/22/2020,6632,3668
15 ST-PROSPECT,FG,01/23/2020,6776,3807
15 ST-PROSPECT,FG,01/24/2020,6463,3749
15 ST-PROSPECT,FG,01/25/2020,3227,2153
15 ST-PROSPECT,FG,01/26/2020,2864,1908
15 ST-PROSPECT,FG,01/27/2020,6142,3589
15 ST-PROSPECT,FG,01/28/2020,6755,3798
15 ST-PROSPECT,FG,01/29/2020,6777,3804
15 ST-PROSPECT,FG,01/30/2020,6622,3652
15 ST-PROSPECT,FG,01/31/2020,6386,3562
15 ST-PROSPECT,FG,02/01/2020,3489,2161
15 ST-PROSPECT,FG,02/02/2020,2779,1943
15 ST-PROSPECT,FG,02/03/2020,6443,3664
15 ST-PROSPECT,FG,02/04/2020,6801,3817
15 ST-PROSPECT,FG,02/05/2020,6862,3858
15 ST-PROSPECT,FG,02/06/2020,6762,3840
15 ST-PROSPECT,FG,02/07/2020,6650,3677
15 ST-PROSPECT,FG,02/08/2020,4190,2664
15 ST-PROSPECT,FG,02/09/2020,3221,2153
15 ST-PROSPECT,FG,02/10/2020,6378,3524
15 ST-PROSPECT,FG,02/11/2020,6598,3720
15 ST-PROSPECT,FG,02/12/2020,6740,3769
15 ST-PROSPECT,FG,02/13/2020,6771,3809
15 ST-PROSPECT,FG,02/14/2020,6463,3700
15 ST-PROSPECT,FG,02/15/2020,3382,2162
15 ST-PROSPECT,FG,02/16/2020,2794,1969
15 ST-PROSPECT,FG,02/17/2020,3657,2462
15 ST-PROSPECT,FG,02/18/2020,5301,3097
15 ST-PROSPECT,FG,02/19/2020,5399,3134
15 ST-PROSPECT,FG,02/20/2020,5431,3090
15 ST-PROSPECT,FG,02/21/2020,5191,2926
15 ST-PROSPECT,FG,02/22/2020,5139,3186
15 ST-PROSPECT,FG,02/23/2020,3299,2215
15 ST-PROSPECT,FG,02/24/2020,6411,3646
15 ST-PROSPECT,FG,02/25/2020,6575,3670
15 ST-PROSPECT,FG,02/26/2020,6788,3816
15 ST-PROSPECT,FG,02/27/2020,6673,3408
15 ST-PROSPECT,FG,02/28/2020,6599,3437
15 ST-PROSPECT,FG,02/29/2020,3506,1039
15 ST-PROSPECT,FG,03/01/2020,3091,2120
15 ST-PROSPECT,FG,03/02/2020,6352,3624
15 ST-PROSPECT,FG,03/03/2020,6528,3811
15 ST-PROSPECT,FG,03/04/2020,6591,3728
15 ST-PROSPECT,FG,03/05/2020,6614,3864
15 ST-PROSPECT,FG,03/06/2020,6401,3658
15 ST-PROSPECT,FG,03/07/2020,3455,2391
15 ST-PROSPECT,FG,03/08/2020,2449,1661
15 ST-PROSPECT,FG,03/09/2020,5792,3251
15 ST-PROSPECT,FG,03/10/2020,5638,3055
15 ST-PROSPECT,FG,03/11/2020,5510,2993
15 ST-PROSPECT,FG,03/12/2020,4592,2511
15 ST-PROSPECT,FG,03/13/2020,3624,2017
15 ST-PROSPECT,FG,03/14/2020,1521,1213
15 ST-PROSPECT,FG,03/15/2020,1005,816
15 ST-PROSPECT,FG,03/16/2020,1686,1025
15 ST-PROSPECT,FG,03/17/2020,1402,839
15 ST-PROSPECT,FG,03/18/2020,1290,854
15 ST-PROSPECT,FG,03/19/2020,1055,663
15 ST-PROSPECT,FG,03/20/2020,993,663
15 ST-PROSPECT,FG,03/21/2020,484,334
15 ST-PROSPECT,FG,03/22/2020,300,220
15 ST-PROSPECT,FG,03/23/2020,526,355
15 ST-PROSPECT,FG,03/24/2020,553,354
15 ST-PROSPECT,FG,03/25/2020,509,355
15 ST-PROSPECT,FG,03/26/2020,530,345
15 ST-PROSPECT,FG,03/27/2020,479,353
15 ST-PROSPECT,FG,03/28/2020,240,178
15 ST-PROSPECT,FG,03/29/2020,210,183
15 ST-PROSPECT,FG,03/30/2020,377,283
15 ST-PROSPECT,FG,03/31/2020,358,269
15 ST-PROSPECT,FG,04/01/2020,380,235
15 ST-PROSPECT,FG,04/02/2020,343,233
15 ST-PROSPECT,FG,04/03/2020,330,220
15 ST-PROSPECT,FG,04/04/2020,221,168
15 ST-PROSPECT,FG,04/05/2020,159,156
15 ST-PROSPECT,FG,04/06/2020,317,206
15 ST-PROSPECT,FG,04/07/2020,287,199
15 ST-PROSPECT,FG,04/08/2020,287,201
15 ST-PROSPECT,FG,04/09/2020,273,189
15 ST-PROSPECT,FG,04/10/2020,255,212
15 ST-PROSPECT,FG,04/11/2020,174,160
15 ST-PROSPECT,FG,04/12/2020,152,181
15 ST-PROSPECT,FG,04/13/2020,243,174
15 ST-PROSPECT,FG,04/14/2020,301,215
15 ST-PROSPECT,FG,04/15/2020,274,185
15 ST-PROSPECT,FG,04/16/2020,275,216
15 ST-PROSPECT,FG,04/17/2020,289,226
15 ST-PROSPECT,FG,12/28/2019,2927,2040
15 ST-PROSPECT,FG,12/29/2019,2690,1812
15 ST-PROSPECT,FG,12/30/2019,4258,2642
15 ST-PROSPECT,FG,12/31/2019,4231,3246
155 ST,BD,01/01/2020,1591,1051
155 ST,BD,01/02/2020,3152,1571
155 ST,BD,01/03/2020,3238,1596
155 ST,BD,01/04/2020,1912,1127
155 ST,BD,01/05/2020,1619,990
155 ST,BD,01/06/2020,3348,1706
155 ST,BD,01/07/2020,3408,1768
155 ST,BD,01/08/2020,3495,1808
155 ST,BD,01/09/2020,3548,1785
155 ST,BD,01/10/2020,3505,1664
155 ST,BD,01/11/2020,2097,1212
155 ST,BD,01/12/2020,1670,986
155 ST,BD,01/13/2020,3500,1799
155 ST,BD,01/14/2020,3488,1718
155 ST,BD,01/15/2020,3496,1696
155 ST,BD,01/16/2020,3417,1689
155 ST,BD,01/17/2020,3397,1689
155 ST,BD,01/18/2020,1825,1123
155 ST,BD,01/19/2020,1466,1019
155 ST,BD,01/20/2020,2227,1279
155 ST,BD,01/21/2020,3265,1730
155 ST,BD,01/22/2020,3405,1808
155 ST,BD,01/23/2020,3372,1778
155 ST,BD,01/24/2020,3338,1721
155 ST,BD,01/25/2020,1781,1096
155 ST,BD,01/26/2020,1597,1026
155 ST,BD,01/27/2020,3300,1670
155 ST,BD,01/28/2020,3355,1704
155 ST,BD,01/29/2020,3597,1708
155 ST,BD,01/30/2020,3522,1730
155 ST,BD,01/31/2020,3596,1793
155 ST,BD,02/01/2020,1944,1143
155 ST,BD,02/02/2020,1578,955
155 ST,BD,02/03/2020,3349,1647
155 ST,BD,02/04/2020,3460,1726
155 ST,BD,02/05/2020,3651,1760
155 ST,BD,02/06/2020,3458,1755
155 ST,BD,02/07/2020,3456,1789
155 ST,BD,02/08/2020,2061,1152
155 ST,BD,02/09/2020,1613,1048
155 ST,BD,02/10/2020,3337,1713
155 ST,BD,02/11/2020,3446,1785
155 ST,BD,02/12/2020,3562,1768
155 ST,BD,02/13/2020,3448,1836
155 ST,BD,02/14/2020,3538,1715
155 ST,BD,02/15/2020,1870,1191
155 ST,BD,02/16/2020,1587,948
155 ST,BD,02/17/2020,2209,1162
155 ST,BD,02/18/2020,3015,1555
155 ST,BD,02/19/2020,3062,1559
155 ST,BD,02/20/2020,3133,1564
155 ST,BD,02/21/2020,3081,1560
155 ST,BD,02/22/2020,2030,1109
155 ST,BD,02/23/2020,1665,1012
155 ST,BD,02/24/2020,3508,1710
155 ST,BD,02/25/2020,3419,1729
155 ST,BD,02/26/2020,3581,1703
155 ST,BD,02/27/2020,3552,1735
155 ST,BD,02/28/2020,3549,1787
155 ST,BD,02/29/2020,2050,1143
155 ST,BD,03/01/2020,1646,926
155 ST,BD,03/02/2020,3443,1686
155 ST,BD,03/03/2020,3509,1701
155 ST,BD,03/04/2020,3510,1713
155 ST,BD,03/05/2020,3535,1711
155 ST,BD,03/06/2020,3403,1739
155 ST,BD,03/07/2020,1978,1204
155 ST,BD,03/08/2020,1610,1039
155 ST,BD,03/09/2020,3403,1722
155 ST,BD,03/10/2020,3409,1733
155 ST,BD,03/11/2020,3346,1750
155 ST,BD,03/12/2020,3144,1628
155 ST,BD,03/13/2020,2910,1518
155 ST,BD,03/14/2020,1612,1012
155 ST,BD,03/15/2020,1191,758
155 ST,BD,03/16/2020,2133,1223
155 ST,BD,03/17/2020,1880,1130
155 ST,BD,03/18/2020,1825,1101
155 ST,BD,03/19/2020,1706,1015
155 ST,BD,03/20/2020,1502,937
155 ST,BD,03/21/2020,962,714
155 ST,BD,03/22/2020,660,513
155 ST,BD,03/23/2020,1031,627
155 ST,BD,03/24/2020,994,733
155 ST,BD,03/25/2020,1033,694
155 ST,BD,03/26/2020,994,679
155 ST,BD,03/27/2020,1035,727
155 ST,BD,03/28/2020,573,480
155 ST,BD,03/29/2020,443,362
155 ST,BD,03/30/2020,859,589
155 ST,BD,03/31/2020,814,542
155 ST,BD,04/01/2020,839,595
155 ST,BD,04/02/2020,825,557
155 ST,BD,04/03/2020,822,589
155 ST,BD,04/04/2020,564,406
155 ST,BD,04/05/2020,433,371
155 ST,BD,04/06/2020,771,503
155 ST,BD,04/07/2020,687,569
155 ST,BD,04/08/2020,790,547
155 ST,BD,04/09/2020,705,477
155 ST,BD,04/10/2020,715,506
155 ST,BD,04/11/2020,525,413
155 ST,BD,04/12/2020,401,344
155 ST,BD,04/13/2020,586,458
