Station,Line Name,Date,Daily Entries,Daily Exits
BROAD CHANNEL,AS,01/28/2020,314,55
BROAD CHANNEL,AS,01/29/2020,294,44
BROAD CHANNEL,AS,01/30/2020,307,48
BROAD CHANNEL,AS,01/31/2020,289,53
BROAD CHANNEL,AS,02/01/2020,90,34
BROAD CHANNEL,AS,02/02/2020,65,30
BROAD CHANNEL,AS,02/03/2020,270,47
BROAD CHANNEL,AS,02/04/2020,307,49
BROAD CHANNEL,AS,02/05/2020,298,42
BROAD CHANNEL,AS,02/06/2020,300,53
BROAD CHANNEL,AS,02/07/2020,303,48
BROAD CHANNEL,AS,02/08/2020,59,48
BROAD CHANNEL,AS,02/09/2020,43,23
BROAD CHANNEL,AS,02/10/2020,315,56
BROAD CHANNEL,AS,02/11/2020,316,46
BROAD CHANNEL,AS,02/12/2020,295,61
BROAD CHANNEL,AS,02/13/2020,326,41
BROAD CHANNEL,AS,02/14/2020,289,55
BROAD CHANNEL,AS,02/15/2020,102,19
BROAD CHANNEL,AS,02/16/2020,71,27
BROAD CHANNEL,AS,02/17/2020,118,37
BROAD CHANNEL,AS,02/18/2020,264,37
BROAD CHANNEL,AS,02/19/2020,284,56
BROAD CHANNEL,AS,02/20/2020,283,43
BROAD CHANNEL,AS,02/21/2020,253,48
BROAD CHANNEL,AS,02/22/2020,93,52
BROAD CHANNEL,AS,02/23/2020,90,59
BROAD CHANNEL,AS,02/24/2020,306,48
BROAD CHANNEL,AS,02/25/2020,310,52
BROAD CHANNEL,AS,02/26/2020,324,50
BROAD CHANNEL,AS,02/27/2020,306,64
BROAD CHANNEL,AS,02/28/2020,301,72
BROAD CHANNEL,AS,02/29/2020,122,68
BROAD CHANNEL,AS,03/01/2020,77,37
BROAD CHANNEL,AS,03/02/2020,294,46
BROAD CHANNEL,AS,03/03/2020,302,58
BROAD CHANNEL,AS,03/04/2020,300,75
BROAD CHANNEL,AS,03/05/2020,299,72
BROAD CHANNEL,AS,03/06/2020,289,67
BROAD CHANNEL,AS,03/07/2020,88,74
BROAD CHANNEL,AS,03/08/2020,59,54
BROAD CHANNEL,AS,03/09/2020,309,68
BROAD CHANNEL,AS,03/10/2020,286,61
BROAD CHANNEL,AS,03/11/2020,273,112
BROAD CHANNEL,AS,03/12/2020,246,42
BROAD CHANNEL,AS,03/13/2020,216,52
BROAD CHANNEL,AS,03/14/2020,65,45
BROAD CHANNEL,AS,03/15/2020,39,40
BROAD CHANNEL,AS,03/16/2020,121,32
BROAD CHANNEL,AS,03/17/2020,122,44
BROAD CHANNEL,AS,03/18/2020,111,31
BROAD CHANNEL,AS,03/19/2020,111,62
BROAD CHANNEL,AS,03/20/2020,82,47
BROAD CHANNEL,AS,03/21/2020,24,47
BROAD CHANNEL,AS,03/22/2020,21,32
BROAD CHANNEL,AS,03/23/2020,62,46
BROAD CHANNEL,AS,03/24/2020,65,48
BROAD CHANNEL,AS,03/25/2020,54,39
BROAD CHANNEL,AS,03/26/2020,69,55
BROAD CHANNEL,AS,03/27/2020,53,42
BROAD CHANNEL,AS,03/28/2020,22,56
BROAD CHANNEL,AS,03/29/2020,14,16
BROAD CHANNEL,AS,03/30/2020,34,15
BROAD CHANNEL,AS,03/31/2020,52,29
BROAD CHANNEL,AS,04/01/2020,49,29
BROAD CHANNEL,AS,04/02/2020,38,39
BROAD CHANNEL,AS,04/03/2020,43,34
BROAD CHANNEL,AS,04/04/2020,18,27
BROAD CHANNEL,AS,04/05/2020,20,35
BROAD CHANNEL,AS,04/06/2020,32,34
BROAD CHANNEL,AS,04/07/2020,31,28
BROAD CHANNEL,AS,04/08/2020,38,20
BROAD CHANNEL,AS,04/09/2020,30,21
BROAD CHANNEL,AS,04/10/2020,23,22
BROAD CHANNEL,AS,04/11/2020,24,15
BROAD CHANNEL,AS,04/12/2020,11,20
BROAD CHANNEL,AS,04/13/2020,27,29
BROAD CHANNEL,AS,04/14/2020,20,25
BROAD CHANNEL,AS,04/15/2020,28,37
BROAD CHANNEL,AS,04/16/2020,35,22
BROAD CHANNEL,AS,04/17/2020,33,21
BROAD CHANNEL,AS,12/28/2019,112,42
BROAD CHANNEL,AS,12/29/2019,71,28
BROAD CHANNEL,AS,12/30/2019,213,52
BROAD CHANNEL,AS,12/31/2019,220,52
BROAD ST,JZ,01/01/2020,1933,992
BROAD ST,JZ,01/02/2020,6889,2800
BROAD ST,JZ,01/03/2020,6635,2506
BROAD ST,JZ,01/04/2020,2018,963
BROAD ST,JZ,01/05/2020,1602,810
BROAD ST,JZ,01/06/2020,7552,2876
BROAD ST,JZ,01/07/2020,7532,2813
BROAD ST,JZ,01/08/2020,7559,2853
BROAD ST,JZ,01/09/2020,7627,2840
BROAD ST,JZ,01/10/2020,7155,2804
BROAD ST,JZ,01/11/2020,3510,1452
BROAD ST,JZ,01/12/2020,2165,1082
BROAD ST,JZ,01/13/2020,7677,2948
BROAD ST,JZ,01/14/2020,7834,2853
BROAD ST,JZ,01/15/2020,7729,2901
BROAD ST,JZ,01/16/2020,7671,2900
BROAD ST,JZ,01/17/2020,7133,2950
BROAD ST,JZ,01/18/2020,2146,1032
BROAD ST,JZ,01/19/2020,1842,913
BROAD ST,JZ,01/20/2020,2700,1319
BROAD ST,JZ,01/21/2020,7258,2665
BROAD ST,JZ,01/22/2020,7215,2756
BROAD ST,JZ,01/23/2020,7516,2778
BROAD ST,JZ,01/24/2020,6991,2573
BROAD ST,JZ,01/25/2020,1,16
BROAD ST,JZ,01/26/2020,3,11
BROAD ST,JZ,01/27/2020,7091,2649
BROAD ST,JZ,01/28/2020,7555,2875
BROAD ST,JZ,01/29/2020,7670,2869
BROAD ST,JZ,01/30/2020,7460,2857
BROAD ST,JZ,01/31/2020,7055,2694
BROAD ST,JZ,02/01/2020,2145,1061
BROAD ST,JZ,02/02/2020,1395,777
BROAD ST,JZ,02/03/2020,7308,2823
BROAD ST,JZ,02/04/2020,7358,2855
BROAD ST,JZ,02/05/2020,6737,2877
BROAD ST,JZ,02/06/2020,7591,2929
BROAD ST,JZ,02/07/2020,7304,2812
BROAD ST,JZ,02/08/2020,22,42
BROAD ST,JZ,02/09/2020,6,44
BROAD ST,JZ,02/10/2020,7388,2790
BROAD ST,JZ,02/11/2020,7692,2969
BROAD ST,JZ,02/12/2020,7737,2959
BROAD ST,JZ,02/13/2020,7525,2878
BROAD ST,JZ,02/14/2020,7245,2809
BROAD ST,JZ,02/15/2020,2269,1167
BROAD ST,JZ,02/16/2020,2002,938
BROAD ST,JZ,02/17/2020,3039,1427
BROAD ST,JZ,02/18/2020,7086,2862
BROAD ST,JZ,02/19/2020,7289,2926
BROAD ST,JZ,02/20/2020,7308,2791
BROAD ST,JZ,02/21/2020,6920,2602
BROAD ST,JZ,02/22/2020,2336,1248
BROAD ST,JZ,02/23/2020,1680,947
BROAD ST,JZ,02/24/2020,7580,2862
BROAD ST,JZ,02/25/2020,7911,2911
BROAD ST,JZ,02/26/2020,7631,2938
BROAD ST,JZ,02/27/2020,7900,2985
BROAD ST,JZ,02/28/2020,7453,2889
BROAD ST,JZ,02/29/2020,2453,1166
BROAD ST,JZ,03/01/2020,1768,920
BROAD ST,JZ,03/02/2020,6405,2467
BROAD ST,JZ,03/03/2020,6615,2527
BROAD ST,JZ,03/04/2020,6445,2538
BROAD ST,JZ,03/05/2020,6498,2523
BROAD ST,JZ,03/06/2020,7040,2661
BROAD ST,JZ,03/07/2020,3,12
BROAD ST,JZ,03/08/2020,5,11
BROAD ST,JZ,03/09/2020,7141,2685
BROAD ST,JZ,03/10/2020,7065,2597
BROAD ST,JZ,03/11/2020,6622,2611
BROAD ST,JZ,03/12/2020,5898,2176
BROAD ST,JZ,03/13/2020,4586,1715
BROAD ST,JZ,03/14/2020,1114,698
BROAD ST,JZ,03/15/2020,656,518
BROAD ST,JZ,03/16/2020,3002,1126
BROAD ST,JZ,03/17/2020,2209,897
BROAD ST,JZ,03/18/2020,1870,754
BROAD ST,JZ,03/19/2020,1591,663
BROAD ST,JZ,03/20/2020,1389,610
BROAD ST,JZ,03/21/2020,318,249
BROAD ST,JZ,03/22/2020,231,183
BROAD ST,JZ,03/23/2020,719,349
BROAD ST,JZ,03/24/2020,673,338
BROAD ST,JZ,03/25/2020,657,357
BROAD ST,JZ,03/26/2020,635,327
BROAD ST,JZ,03/27/2020,598,336
BROAD ST,JZ,03/28/2020,5,0
BROAD ST,JZ,03/29/2020,12,6
BROAD ST,JZ,03/30/2020,478,238
BROAD ST,JZ,03/31/2020,441,280
BROAD ST,JZ,04/01/2020,406,259
BROAD ST,JZ,04/02/2020,383,244
BROAD ST,JZ,04/03/2020,371,258
BROAD ST,JZ,04/04/2020,134,135
BROAD ST,JZ,04/05/2020,92,130
BROAD ST,JZ,04/06/2020,382,230
BROAD ST,JZ,04/07/2020,365,186
BROAD ST,JZ,04/08/2020,336,193
BROAD ST,JZ,04/09/2020,322,210
BROAD ST,JZ,04/10/2020,277,244
BROAD ST,JZ,04/11/2020,131,136
BROAD ST,JZ,04/12/2020,87,140
BROAD ST,JZ,04/13/2020,294,185
BROAD ST,JZ,04/14/2020,322,252
BROAD ST,JZ,04/15/2020,321,213
BROAD ST,JZ,04/16/2020,312,235
BROAD ST,JZ,04/17/2020,333,231
BROAD ST,JZ,12/28/2019,2323,1282
BROAD ST,JZ,12/29/2019,2086,1054
BROAD ST,JZ,12/30/2019,5519,2235
BROAD ST,JZ,12/31/2019,5005,2027
BROADWAY,G,01/01/2020,2263,2192
BROADWAY,G,01/02/2020,3998,2809
BROADWAY,G,01/03/2020,4283,2976
BROADWAY,G,01/04/2020,3035,2494
BROADWAY,G,01/05/2020,2797,2282
BROADWAY,G,01/06/2020,4357,3179
BROADWAY,G,01/07/2020,4354,3060
BROADWAY,G,01/08/2020,4542,3264
BROADWAY,G,01/09/2020,4495,3183
BROADWAY,G,01/10/2020,4613,3102
BROADWAY,G,01/11/2020,3326,3009
BROADWAY,G,01/12/2020,2945,2655
BROADWAY,G,01/13/2020,4458,3259
BROADWAY,G,01/14/2020,4580,3230
BROADWAY,G,01/15/2020,4815,3385
BROADWAY,G,01/16/2020,4700,3327
BROADWAY,G,01/17/2020,4495,3162
BROADWAY,G,01/18/2020,3512,2892
BROADWAY,G,01/19/2020,3348,2783
BROADWAY,G,01/20/2020,3271,2397
BROADWAY,G,01/21/2020,4336,3012
BROADWAY,G,01/22/2020,4413,3128
BROADWAY,G,01/23/2020,4545,3137
BROADWAY,G,01/24/2020,4597,3110
BROADWAY,G,01/25/2020,2793,2493
BROADWAY,G,01/26/2020,2932,2607
BROADWAY,G,01/27/2020,4278,3046
BROADWAY,G,01/28/2020,4512,3214
BROADWAY,G,01/29/2020,4649,3274
BROADWAY,G,01/30/2020,4686,3310
BROADWAY,G,01/31/2020,4693,3286
BROADWAY,G,02/01/2020,3218,2733
BROADWAY,G,02/02/2020,2762,2482
BROADWAY,G,02/03/2020,4608,3235
BROADWAY,G,02/04/2020,4700,3228
BROADWAY,G,02/05/2020,4728,3277
BROADWAY,G,02/06/2020,4609,3236
BROADWAY,G,02/07/2020,4659,3239
BROADWAY,G,02/08/2020,3304,3026
BROADWAY,G,02/09/2020,2836,2713
BROADWAY,G,02/10/2020,4449,3239
BROADWAY,G,02/11/2020,4511,3163
BROADWAY,G,02/12/2020,4634,3182
BROADWAY,G,02/13/2020,4789,3231
BROADWAY,G,02/14/2020,4673,3297
BROADWAY,G,02/15/2020,3586,3189
BROADWAY,G,02/16/2020,3264,2919
BROADWAY,G,02/17/2020,4428,3358
BROADWAY,G,02/18/2020,4025,2887
BROADWAY,G,02/19/2020,4217,2916
BROADWAY,G,02/20/2020,4127,2942
BROADWAY,G,02/21/2020,4118,2794
BROADWAY,G,02/22/2020,3351,2832
BROADWAY,G,02/23/2020,2892,2574
BROADWAY,G,02/24/2020,4733,3264
BROADWAY,G,02/25/2020,4557,3142
BROADWAY,G,02/26/2020,4647,3274
BROADWAY,G,02/27/2020,4583,3200
BROADWAY,G,02/28/2020,4792,3213
BROADWAY,G,02/29/2020,3092,2677
BROADWAY,G,03/01/2020,2811,2391
BROADWAY,G,03/02/2020,4965,3370
BROADWAY,G,03/03/2020,5005,3470
BROADWAY,G,03/04/2020,5578,3687
BROADWAY,G,03/05/2020,5109,3392
BROADWAY,G,03/06/2020,4712,3226
BROADWAY,G,03/07/2020,3633,3015
BROADWAY,G,03/08/2020,3094,2834
BROADWAY,G,03/09/2020,4493,3432
BROADWAY,G,03/10/2020,4274,3366
BROADWAY,G,03/11/2020,4626,3435
BROADWAY,G,03/12/2020,4409,3268
BROADWAY,G,03/13/2020,3875,2727
BROADWAY,G,03/14/2020,2186,1947
BROADWAY,G,03/15/2020,1648,1444
BROADWAY,G,03/16/2020,2465,1880
BROADWAY,G,03/17/2020,2214,1756
BROADWAY,G,03/18/2020,2093,1596
BROADWAY,G,03/19/2020,1916,1463
BROADWAY,G,03/20/2020,1717,1367
BROADWAY,G,03/21/2020,926,845
BROADWAY,G,03/22/2020,680,638
BROADWAY,G,03/23/2020,906,766
BROADWAY,G,03/24/2020,980,891
BROADWAY,G,03/25/2020,946,855
BROADWAY,G,03/26/2020,911,827
BROADWAY,G,03/27/2020,890,801
BROADWAY,G,03/28/2020,373,412
BROADWAY,G,03/29/2020,355,324
BROADWAY,G,03/30/2020,718,634
BROADWAY,G,03/31/2020,692,589
BROADWAY,G,04/01/2020,661,603
BROADWAY,G,04/02/2020,597,587
BROADWAY,G,04/03/2020,620,637
BROADWAY,G,04/04/2020,283,359
BROADWAY,G,04/05/2020,305,376
BROADWAY,G,04/06/2020,577,606
BROADWAY,G,04/07/2020,598,628
BROADWAY,G,04/08/2020,552,564
BROADWAY,G,04/09/2020,430,449
BROADWAY,G,04/10/2020,481,486
BROADWAY,G,04/11/2020,306,362
BROADWAY,G,04/12/2020,259,358
BROADWAY,G,04/13/2020,444,466
BROADWAY,G,04/14/2020,514,520
BROADWAY,G,04/15/2020,453,469
BROADWAY,G,04/16/2020,462,488
BROADWAY,G,04/17/2020,614,590
BROADWAY,G,12/28/2019,2543,2197
BROADWAY,G,12/29/2019,2502,2062
BROADWAY,G,12/30/2019,3498,2524
BROADWAY,G,12/31/2019,3603,2636
BROADWAY,NQW,01/01/2020,4226,4216
BROADWAY,NQW,01/02/2020,10686,10263
BROADWAY,NQW,01/03/2020,10927,10170
BROADWAY,NQW,01/04/2020,7266,7091
BROADWAY,NQW,01/05/2020,5206,5318
BROADWAY,NQW,01/06/2020,11269,10743
BROADWAY,NQW,01/07/2020,11677,10567
BROADWAY,NQW,01/08/2020,11773,11299
BROADWAY,NQW,01/09/2020,11644,11150
BROADWAY,NQW,01/10/2020,12152,10997
BROADWAY,NQW,01/11/2020,7938,7292
BROADWAY,NQW,01/12/2020,5925,5790
BROADWAY,NQW,01/13/2020,11459,11718
BROADWAY,NQW,01/14/2020,11825,11161
BROADWAY,NQW,01/15/2020,12327,11979
BROADWAY,NQW,01/16/2020,12092,11753
BROADWAY,NQW,01/17/2020,11923,10612
BROADWAY,NQW,01/18/2020,6195,5246
BROADWAY,NQW,01/19/2020,5585,5078
BROADWAY,NQW,01/20/2020,7385,7055
BROADWAY,NQW,01/21/2020,11565,11095
BROADWAY,NQW,01/22/2020,11732,11382
BROADWAY,NQW,01/23/2020,11626,10707
BROADWAY,NQW,01/24/2020,11724,10301
BROADWAY,NQW,01/25/2020,5141,5026
BROADWAY,NQW,01/26/2020,4280,4615
BROADWAY,NQW,01/27/2020,11236,11181
BROADWAY,NQW,01/28/2020,12138,11893
BROADWAY,NQW,01/29/2020,12227,11803
BROADWAY,NQW,01/30/2020,12257,11548
BROADWAY,NQW,01/31/2020,12114,10818
BROADWAY,NQW,02/01/2020,6980,5871
BROADWAY,NQW,02/02/2020,5261,4962
BROADWAY,NQW,02/03/2020,11556,11156
BROADWAY,NQW,02/04/2020,12053,11470
BROADWAY,NQW,02/05/2020,12280,11435
BROADWAY,NQW,02/06/2020,12008,11276
BROADWAY,NQW,02/07/2020,12048,10683
BROADWAY,NQW,02/08/2020,7201,6271
BROADWAY,NQW,02/09/2020,5185,4827
BROADWAY,NQW,02/10/2020,11400,11188
BROADWAY,NQW,02/11/2020,12070,11185
BROADWAY,NQW,02/12/2020,12202,11362
BROADWAY,NQW,02/13/2020,12231,11363
BROADWAY,NQW,02/14/2020,12036,10612
BROADWAY,NQW,02/15/2020,6499,5533
BROADWAY,NQW,02/16/2020,5438,5042
BROADWAY,NQW,02/17/2020,7485,6935
BROADWAY,NQW,02/18/2020,10982,10329
BROADWAY,NQW,02/19/2020,11458,10507
BROADWAY,NQW,02/20/2020,11383,10571
BROADWAY,NQW,02/21/2020,11158,9955
BROADWAY,NQW,02/22/2020,7097,5732
BROADWAY,NQW,02/23/2020,5265,4949
BROADWAY,NQW,02/24/2020,11666,11065
BROADWAY,NQW,02/25/2020,11822,11288
BROADWAY,NQW,02/26/2020,12185,11718
BROADWAY,NQW,02/27/2020,12073,11402
BROADWAY,NQW,02/28/2020,12035,10968
BROADWAY,NQW,02/29/2020,7004,6032
BROADWAY,NQW,03/01/2020,5005,4997
BROADWAY,NQW,03/02/2020,11528,11173
BROADWAY,NQW,03/03/2020,11915,11478
BROADWAY,NQW,03/04/2020,12241,11531
BROADWAY,NQW,03/05/2020,12151,11306
BROADWAY,NQW,03/06/2020,11559,10866
BROADWAY,NQW,03/07/2020,7320,6223
BROADWAY,NQW,03/08/2020,4683,3847
BROADWAY,NQW,03/09/2020,10637,9120
BROADWAY,NQW,03/10/2020,10768,8782
BROADWAY,NQW,03/11/2020,10451,8709
BROADWAY,NQW,03/12/2020,9207,8168
BROADWAY,NQW,03/13/2020,7654,6926
BROADWAY,NQW,03/14/2020,3782,3500
BROADWAY,NQW,03/15/2020,2425,2456
BROADWAY,NQW,03/16/2020,4290,4106
BROADWAY,NQW,03/17/2020,3195,3189
BROADWAY,NQW,03/18/2020,2901,2865
BROADWAY,NQW,03/19/2020,2607,2656
BROADWAY,NQW,03/20/2020,2325,2362
BROADWAY,NQW,03/21/2020,1150,1250
BROADWAY,NQW,03/22/2020,700,786
BROADWAY,NQW,03/23/2020,1118,1167
BROADWAY,NQW,03/24/2020,1179,1209
BROADWAY,NQW,03/25/2020,1076,1143
BROADWAY,NQW,03/26/2020,1052,1097
BROADWAY,NQW,03/27/2020,1068,1088
BROADWAY,NQW,03/28/2020,570,653
BROADWAY,NQW,03/29/2020,357,445
BROADWAY,NQW,03/30/2020,872,902
BROADWAY,NQW,03/31/2020,841,825
BROADWAY,NQW,04/01/2020,736,798
BROADWAY,NQW,04/02/2020,766,795
BROADWAY,NQW,04/03/2020,728,775
BROADWAY,NQW,04/04/2020,401,469
BROADWAY,NQW,04/05/2020,354,362
BROADWAY,NQW,04/06/2020,687,695
BROADWAY,NQW,04/07/2020,679,733
BROADWAY,NQW,04/08/2020,601,691
BROADWAY,NQW,04/09/2020,581,641
BROADWAY,NQW,04/10/2020,608,654
BROADWAY,NQW,04/11/2020,388,489
BROADWAY,NQW,04/12/2020,280,336
BROADWAY,NQW,04/13/2020,522,549
BROADWAY,NQW,04/14/2020,636,781
BROADWAY,NQW,04/15/2020,656,733
BROADWAY,NQW,04/16/2020,572,731
BROADWAY,NQW,04/17/2020,630,818
BROADWAY,NQW,12/28/2019,6579,5804
BROADWAY,NQW,12/29/2019,5195,4874
BROADWAY,NQW,12/30/2019,8784,8454
BROADWAY,NQW,12/31/2019,9054,7579
BROADWAY JCT,ACJLZ,01/01/2020,3426,3528
BROADWAY JCT,ACJLZ,01/02/2020,6991,6327
BROADWAY JCT,ACJLZ,01/03/2020,7236,6292
BROADWAY JCT,ACJLZ,01/04/2020,5103,5237
BROADWAY JCT,ACJLZ,01/05/2020,4191,4442
BROADWAY JCT,ACJLZ,01/06/2020,7420,6813
BROADWAY JCT,ACJLZ,01/07/2020,7896,7245
BROADWAY JCT,ACJLZ,01/08/2020,7735,7298
BROADWAY JCT,ACJLZ,01/09/2020,7962,7292
BROADWAY JCT,ACJLZ,01/10/2020,8441,7657
BROADWAY JCT,ACJLZ,01/11/2020,11710,6904
BROADWAY JCT,ACJLZ,01/12/2020,7885,4518
BROADWAY JCT,ACJLZ,01/13/2020,7538,6979
BROADWAY JCT,ACJLZ,01/14/2020,7669,6922
BROADWAY JCT,ACJLZ,01/15/2020,7713,7161
BROADWAY JCT,ACJLZ,01/16/2020,7893,7187
BROADWAY JCT,ACJLZ,01/17/2020,7893,7186
BROADWAY JCT,ACJLZ,01/18/2020,6736,6379
BROADWAY JCT,ACJLZ,01/19/2020,5882,5848
BROADWAY JCT,ACJLZ,01/20/2020,5161,4518
BROADWAY JCT,ACJLZ,01/21/2020,7720,7139
BROADWAY JCT,ACJLZ,01/22/2020,7891,7274
BROADWAY JCT,ACJLZ,01/23/2020,7840,7084
BROADWAY JCT,ACJLZ,01/24/2020,8242,7385
BROADWAY JCT,ACJLZ,01/25/2020,4655,4356
BROADWAY JCT,ACJLZ,01/26/2020,4339,4118
BROADWAY JCT,ACJLZ,01/27/2020,7446,6694
BROADWAY JCT,ACJLZ,01/28/2020,7854,7120
BROADWAY JCT,ACJLZ,01/29/2020,7818,7127
BROADWAY JCT,ACJLZ,01/30/2020,7967,7263
BROADWAY JCT,ACJLZ,01/31/2020,8498,7813
BROADWAY JCT,ACJLZ,02/01/2020,5279,4896
BROADWAY JCT,ACJLZ,02/02/2020,4170,3921
BROADWAY JCT,ACJLZ,02/03/2020,7899,7183
BROADWAY JCT,ACJLZ,02/04/2020,7896,7129
BROADWAY JCT,ACJLZ,02/05/2020,8054,7190
BROADWAY JCT,ACJLZ,02/06/2020,7903,6936
BROADWAY JCT,ACJLZ,02/07/2020,8004,7194
BROADWAY JCT,ACJLZ,02/08/2020,5437,5038
BROADWAY JCT,ACJLZ,02/09/2020,4204,4015
BROADWAY JCT,ACJLZ,02/10/2020,7504,6786
BROADWAY JCT,ACJLZ,02/11/2020,8275,7213
BROADWAY JCT,ACJLZ,02/12/2020,8270,7465
BROADWAY JCT,ACJLZ,02/13/2020,8114,7051
BROADWAY JCT,ACJLZ,02/14/2020,8185,7682
BROADWAY JCT,ACJLZ,02/15/2020,7566,7172
BROADWAY JCT,ACJLZ,02/16/2020,6064,5993
BROADWAY JCT,ACJLZ,02/17/2020,8242,8060
BROADWAY JCT,ACJLZ,02/18/2020,7526,6637
BROADWAY JCT,ACJLZ,02/19/2020,7645,7165
BROADWAY JCT,ACJLZ,02/20/2020,7677,6914
BROADWAY JCT,ACJLZ,02/21/2020,7345,6439
BROADWAY JCT,ACJLZ,02/22/2020,5389,4955
BROADWAY JCT,ACJLZ,02/23/2020,4283,4203
BROADWAY JCT,ACJLZ,02/24/2020,7904,7220
BROADWAY JCT,ACJLZ,02/25/2020,7736,7000
BROADWAY JCT,ACJLZ,02/26/2020,7920,7442
BROADWAY JCT,ACJLZ,02/27/2020,7897,7273
BROADWAY JCT,ACJLZ,02/28/2020,8264,7424
BROADWAY JCT,ACJLZ,02/29/2020,5412,5085
BROADWAY JCT,ACJLZ,03/01/2020,4202,4028
BROADWAY JCT,ACJLZ,03/02/2020,8020,7469
BROADWAY JCT,ACJLZ,03/03/2020,8022,7254
BROADWAY JCT,ACJLZ,03/04/2020,8372,7798
BROADWAY JCT,ACJLZ,03/05/2020,7808,6260
BROADWAY JCT,ACJLZ,03/06/2020,7746,6955
BROADWAY JCT,ACJLZ,03/07/2020,5072,3634
BROADWAY JCT,ACJLZ,03/08/2020,3220,2092
BROADWAY JCT,ACJLZ,03/09/2020,7176,6103
BROADWAY JCT,ACJLZ,03/10/2020,7089,6057
BROADWAY JCT,ACJLZ,03/11/2020,7281,6185
BROADWAY JCT,ACJLZ,03/12/2020,6806,5944
BROADWAY JCT,ACJLZ,03/13/2020,6334,5575
BROADWAY JCT,ACJLZ,03/14/2020,3871,3086
BROADWAY JCT,ACJLZ,03/15/2020,2863,2464
BROADWAY JCT,ACJLZ,03/16/2020,4791,4093
BROADWAY JCT,ACJLZ,03/17/2020,4258,3847
BROADWAY JCT,ACJLZ,03/18/2020,4121,3921
BROADWAY JCT,ACJLZ,03/19/2020,3763,3493
BROADWAY JCT,ACJLZ,03/20/2020,3606,3348
BROADWAY JCT,ACJLZ,03/21/2020,3257,3368
BROADWAY JCT,ACJLZ,03/22/2020,2218,2316
BROADWAY JCT,ACJLZ,03/23/2020,2310,2174
BROADWAY JCT,ACJLZ,03/24/2020,2413,2444
BROADWAY JCT,ACJLZ,03/25/2020,2261,2299
BROADWAY JCT,ACJLZ,03/26/2020,2303,2340
BROADWAY JCT,ACJLZ,03/27/2020,2322,2364
BROADWAY JCT,ACJLZ,03/28/2020,1409,1663
BROADWAY JCT,ACJLZ,03/29/2020,1203,1362
BROADWAY JCT,ACJLZ,03/30/2020,1925,1825
BROADWAY JCT,ACJLZ,03/31/2020,1839,1886
BROADWAY JCT,ACJLZ,04/01/2020,1951,1829
BROADWAY JCT,ACJLZ,04/02/2020,1753,1790
BROADWAY JCT,ACJLZ,04/03/2020,1743,1854
BROADWAY JCT,ACJLZ,04/04/2020,1122,1363
BROADWAY JCT,ACJLZ,04/05/2020,955,1138
BROADWAY JCT,ACJLZ,04/06/2020,1538,1677
BROADWAY JCT,ACJLZ,04/07/2020,1600,1646
BROADWAY JCT,ACJLZ,04/08/2020,1554,1583
BROADWAY JCT,ACJLZ,04/09/2020,1452,1561
BROADWAY JCT,ACJLZ,04/10/2020,1474,1640
BROADWAY JCT,ACJLZ,04/11/2020,1044,1333
BROADWAY JCT,ACJLZ,04/12/2020,912,1111
BROADWAY JCT,ACJLZ,04/13/2020,1206,1231
BROADWAY JCT,ACJLZ,04/14/2020,1465,1574
BROADWAY JCT,ACJLZ,04/15/2020,1545,1610
BROADWAY JCT,ACJLZ,04/16/2020,1469,1674
BROADWAY JCT,ACJLZ,04/17/2020,1559,1619
BROADWAY JCT,ACJLZ,12/28/2019,5053,4909
BROADWAY JCT,ACJLZ,12/29/2019,4025,3795
BROADWAY JCT,ACJLZ,12/30/2019,6067,5374
BROADWAY JCT,ACJLZ,12/31/2019,6606,5796
BRONX PARK EAST,25,01/01/2020,762,366
BRONX PARK EAST,25,01/02/2020,2276,847
BRONX PARK EAST,25,01/03/2020,2275,857
BRONX PARK EAST,25,01/04/2020,1046,506
BRONX PARK EAST,25,01/05/2020,870,407
BRONX PARK EAST,25,01/06/2020,2462,961
BRONX PARK EAST,25,01/07/2020,2485,1021
BRONX PARK EAST,25,01/08/2020,2512,1021
BRONX PARK EAST,25,01/09/2020,2527,967
BRONX PARK EAST,25,01/10/2020,2502,986
BRONX PARK EAST,25,01/11/2020,1059,516
BRONX PARK EAST,25,01/12/2020,862,425
BRONX PARK EAST,25,01/13/2020,2320,925
BRONX PARK EAST,25,01/14/2020,2423,1084
BRONX PARK EAST,25,01/15/2020,2523,1078
BRONX PARK EAST,25,01/16/2020,2437,1084
BRONX PARK EAST,25,01/17/2020,2322,1022
BRONX PARK EAST,25,01/18/2020,1029,499
BRONX PARK EAST,25,01/19/2020,856,425
BRONX PARK EAST,25,01/20/2020,1301,574
BRONX PARK EAST,25,01/21/2020,2322,907
BRONX PARK EAST,25,01/22/2020,2410,929
BRONX PARK EAST,25,01/23/2020,2363,885
BRONX PARK EAST,25,01/24/2020,2303,929
BRONX PARK EAST,25,01/25/2020,1055,484
BRONX PARK EAST,25,01/26/2020,939,488
BRONX PARK EAST,25,01/27/2020,2391,975
BRONX PARK EAST,25,01/28/2020,2548,979
BRONX PARK EAST,25,01/29/2020,2664,1026
BRONX PARK EAST,25,01/30/2020,2632,982
BRONX PARK EAST,25,01/31/2020,2510,1038
BRONX PARK EAST,25,02/01/2020,1265,581
BRONX PARK EAST,25,02/02/2020,928,532
