WEEK,STATION,REMOTE,TOTAL
2020-04-11,96TH STREET - 2 AVENUE        ,R572,9800.0
2020-04-11,SBS-Q52/53 @ LIVINGSTON PLAZA ,R573,51.0
2020-04-11,SBS-B82 @ LIVINGSTON PLAZA    ,R574,9.0
2020-04-11,SBS-M14 @ LIVINGSTON PLAZA    ,R575,100.0
2020-04-04,WHITEHALL STREET              ,R001,8111.0
2020-04-04,CYPRESS HILLS                 ,R003,1188.0
2020-04-04,75TH STREET & ELDERTS LANE    ,R004,2625.0
2020-04-04,85TH STREET & FOREST PKWAY    ,R005,2542.0
2020-04-04,WOODHAVEN BOULEVARD           ,R006,3029.0
2020-04-04,104TH STREET                  ,R007,1541.0
2020-04-04,111TH STREET                  ,R008,1321.0
2020-04-04,121ST STREET                  ,R009,1641.0
2020-04-04,42ND STREET & 8TH AVENUE      ,R010,10321.0
2020-04-04,42ND STREET & 8TH AVENUE      ,R011,18605.0
2020-04-04,34TH STREET & 8TH AVENUE      ,R012,12326.0
2020-04-04,34TH STREET & 8TH AVENUE      ,R013,4830.0
2020-04-04,FULTON STREET                 ,R014,16319.0
2020-04-04,FIFTH AVENUE                  ,R015,1961.0
2020-04-04,LEXINGTON AVENUE              ,R016,1473.0
2020-04-04,LEXINGTON AVENUE              ,R017,7921.0
2020-04-04,ROOSEVELT AVE/JACKSON HTS     ,R018,27459.0
2020-04-04,179TH STREET & HILLSIDE AVE   ,R019,12753.0
2020-04-04,47-50 STREETS/ROCKEFELLER     ,R020,8448.0
2020-04-04,42ND STREET & 6TH AVENUE      ,R021,8561.0
2020-04-04,34TH STREET & 6TH AVENUE      ,R022,16559.0
2020-04-04,34TH STREET & 6TH AVENUE      ,R023,11847.0
2020-04-04,SUTPHIN BOULEVARD             ,R024,16010.0
2020-04-04,JAMAICA CENTER-PARSONS BLVD   ,R025,28105.0
2020-04-04,WALL STREET                   ,R027,3610.0
2020-04-04,FULTON & WILLIAM STREETS      ,R028,8547.0
2020-04-04,PARK PLACE                    ,R029,9302.0
2020-04-04,CHAMBERS STREET               ,R030,4516.0
2020-04-04,34TH STREET & 7TH AVENUE      ,R031,6998.0
2020-04-04,42ND STREET/TIMES SQUARE      ,R032,8093.0
2020-04-04,42ND STREET/TIMES SQUARE      ,R033,12368.0
2020-04-04,125TH STREET & BROADWAY       ,R034,3975.0
2020-04-04,168TH STREET & BROADWAY       ,R035,16373.0
2020-04-04,DYCKMAN STREET                ,R036,6706.0
2020-04-04,207TH STREET                  ,R037,4987.0
2020-04-04,215TH STREET                  ,R038,1060.0
2020-04-04,225TH STREET                  ,R039,4499.0
2020-04-04,231ST STREET                  ,R040,6173.0
2020-04-04,BOWLING GREEN & BATTERY PL    ,R041,5187.0
2020-04-04,BOWLING GREEN & BROADWAY      ,R042,1528.0
2020-04-04,WALL STREET                   ,R043,3347.0
2020-04-04,BROOKLYN BRIDGE               ,R044,9302.0
2020-04-04,42ND STREET & GRAND CENTRAL   ,R045,27.0
2020-04-04,42ND STREET & GRAND CENTRAL   ,R046,14135.0
2020-04-04,42ND STREET & GRAND CENTRAL   ,R047,10321.0
2020-04-04,42ND STREET & 3RD AVENUE      ,R048,3298.0
2020-04-04,51ST STREET & LEXINGTON AVE   ,R049,4100.0
2020-04-04,59TH STREET & LEXINGTON AVE   ,R050,4680.0
2020-04-04,59TH STREET & LEXINGTON AVE   ,R051,12985.0
2020-04-04,WOODLAWN ROAD                 ,R052,5178.0
2020-04-04,149TH STREET & 3RD AVENUE     ,R053,17496.0
2020-04-04,FIFTH AVENUE & 42ND STREET    ,R054,1956.0
2020-04-04,MAIN STREET                   ,R055,22433.0
2020-04-04,NEVINS STREET                 ,R056,6520.0
2020-04-04,BARCLAYS CENTER               ,R057,21328.0
2020-04-04,BERGEN STREET                 ,R058,1018.0
2020-04-04,GRAND ARMY PLAZA              ,R059,2354.0
2020-04-04,EASTERN PARKWAY               ,R060,581.0
2020-04-04,NOSTRAND AVENUE               ,R061,2890.0
2020-04-04,UTICA AVENUE                  ,R062,25204.0
2020-04-04,SUTTER AVENUE                 ,R063,7327.0
2020-04-04,SARATOGA AVENUE               ,R064,6032.0
2020-04-04,ROCKAWAY AVENUE               ,R065,6004.0
2020-04-04,JUNIUS STREET                 ,R066,2664.0
2020-04-04,PENNSYLVANIA AVENUE           ,R067,5356.0
2020-04-04,VAN SICLEN AVENUE             ,R068,3821.0
2020-04-04,NEW LOTS AVENUE               ,R069,6815.0
2020-04-04,ST GEORGE TERMINAL            ,R070,2730.0
2020-04-04,34TH STREET - HUDSON YARDS    ,R072,4423.0
2020-04-04,FIFTH AVENUE & 60TH STREET    ,R079,2486.0
2020-04-04,57TH STREET & 7TH AVENUE      ,R080,9425.0
2020-04-04,49TH STREET & 7TH AVENUE      ,R081,3601.0
2020-04-04,28TH STREET & BROADWAY        ,R082,1869.0
2020-04-04,23RD STREET & 5TH AVENUE      ,R083,4043.0
2020-04-04,59TH STREET/COLUMBUS CIRCLE   ,R084,24474.0
2020-04-04,8TH STREET & BROADWAY         ,R085,2621.0
2020-04-04,PRINCE STREET & BROADWAY      ,R086,1129.0
2020-04-04,CITY HALL                     ,R087,1111.0
2020-04-04,CORTLANDT STREET              ,R088,2907.0
2020-04-04,JAY ST-METROTECH              ,R089,870.0
2020-04-04,39TH AVENUE & 31ST STREET     ,R090,1130.0
2020-04-04,36TH AVENUE & 31ST STREET     ,R091,2747.0
2020-04-04,BROADWAY & 31ST STREET        ,R092,4092.0
2020-04-04,30TH AVENUE & 31ST STREET     ,R093,5768.0
2020-04-04,ASTORIA BLVD & 31ST STREET    ,R094,2908.0
2020-04-04,DITMARS BLVD & 31ST STREET    ,R095,5689.0
2020-04-04,82ND STREET-JACKSON HEIGHTS   ,R096,7050.0
2020-04-04,JUNCTION BLVD-ROOSEVELT AVE   ,R097,11798.0
2020-04-04,CHURCH AVENUE                 ,R098,13301.0
2020-04-04,DEKALB AVENUE                 ,R099,8742.0
2020-04-04,METROPOLITAN AVENUE           ,R100,2428.0
2020-04-04,145TH STREET                  ,R101,14898.0
2020-04-04,125TH STREET                  ,R102,19667.0
2020-04-04,BROADWAY-EAST NEW YORK        ,R103,9241.0
2020-04-04,167TH ST-GRAND CONCOURSE      ,R104,9402.0
2020-04-04,14TH STREET & 7TH AVENUE      ,R105,7887.0
2020-04-04,CASTLE HILL AVENUE            ,R106,5775.0
2020-04-04,WESTCHESTER SQUARE            ,R107,4942.0
2020-04-04,BOROUGH HALL - COURT STREET   ,R108,10094.0
2020-04-04,CHURCH AVENUE & NOSTRAND AV   ,R109,8272.0
2020-04-04,FLATBUSH AVE & NOSTRAND AV    ,R110,13199.0
2020-04-04,23RD STREET & 8TH AVENUE      ,R111,6528.0
2020-04-04,FORDHAM RD/GRAND CONCOURSE    ,R112,9972.0
2020-04-04,SEVENTH AVENUE & WEST 53RD    ,R113,3321.0
2020-04-04,PARSONS BLVD & HILLSIDE AV    ,R114,4887.0
2020-04-04,169TH STREET & HILLSIDE AVE   ,R115,3510.0
2020-04-04,50TH STREET & 7TH AVENUE      ,R116,4571.0
2020-04-04,242ND STREET & BROADWAY       ,R117,4191.0
2020-04-04,CANAL STREET                  ,R118,2622.0
2020-04-04,FORDHAM ROAD & JEROME AVE     ,R119,9902.0
2020-04-04,MORRISON AVE & WESTCHESTER    ,R120,6647.0
2020-04-04,QUEENSBORO PLAZA              ,R121,5948.0
2020-04-04,90TH STREET/ELMHURST AVENUE   ,R122,9538.0
2020-04-04,FRANKLIN AVE/EASTERN PKWY     ,R123,8025.0
2020-04-04,KINGSTON AVE/EASTERN PKWY     ,R124,2928.0
2020-04-04,BROAD STREET & WALL STREET    ,R125,1845.0
2020-04-04,175TH STREET/FT WASHINGTON    ,R126,5595.0
2020-04-04,JAY ST-METROTECH              ,R127,12545.0
2020-04-04,SUTPHIN BLVD-HILLSIDE AVE     ,R128,2393.0
2020-04-04,BERGEN STREET-SMITH STREET    ,R129,3345.0
2020-04-04,KINGS HIGHWAY-MCDONALD AVE    ,R130,2370.0
2020-04-04,23RD STREET-PARK AVE SOUTH    ,R131,7202.0
2020-04-04,125TH STREET-LEXINGTON AVE    ,R132,24684.0
2020-04-04,MOSHOLU PARKWAY-JEROME AVE    ,R133,9303.0
2020-04-04,HUNTERS PT AVE-49TH AVE       ,R134,2464.0
2020-04-04,NEWKIRK AVE-NOSTRAND AVE      ,R135,7420.0
2020-04-04,SHEEPSHEAD BAY ROAD           ,R136,7592.0
2020-04-04,MYRTLE AVE-GATES AVENUE       ,R137,12133.0
2020-04-04,WEST 4TH ST-WASHINGTON SQ     ,R138,9901.0
2020-04-04,CANAL STREET-LISPENARD ST     ,R139,3239.0
2020-04-04,QUEENS PLAZA-JACKSON AVE      ,R140,4615.0
2020-04-04,71ST AVE-CONTINENTAL AVE      ,R141,10724.0
2020-04-04,ESSEX ST-DELANCEY ST          ,R142,13122.0
2020-04-04,28TH STREET-PARK AVE SOUTH    ,R143,8536.0
2020-04-04,96TH STREET-LEXINGTON AVE     ,R144,10830.0
2020-04-04,241ST ST-WHITE PLAINS RD      ,R145,5916.0
2020-04-04,HUNTS PT AVE-SOUTHERN BLVD    ,R146,11588.0
2020-04-04,61ST STREET-ROOSEVELT AVE     ,R147,7970.0
2020-04-04,PARKSIDE AVE-OCEAN AVE        ,R148,5052.0
2020-04-04,NEWKIRK PLAZA                 ,R149,6607.0
2020-04-04,AVENUE U-EAST 16TH STREET     ,R150,3937.0
2020-04-04,STILLWELL AVE-CONEY ISLAND    ,R151,12170.0
2020-04-04,ROCKAWAY PKWY-GLENWOOD RD     ,R152,4909.0
2020-04-04,UTICA AVE-STUYVESANT AVE      ,R153,11384.0
2020-04-04,TREMONT AVE-179TH ST          ,R154,9310.0
2020-04-04,KINGSBRIDGE RD-196TH ST       ,R155,7585.0
2020-04-04,BEDFORD PARK BLVD-203RD ST    ,R156,5610.0
2020-04-04,205TH ST-BAINBRIDGE AVE       ,R157,8057.0
2020-04-04,UNION TURNPIKE-KEW GARDENS    ,R158,12073.0
2020-04-04,116TH STREET-COLUMBIA         ,R159,3281.0
2020-04-04,ASTOR PLACE-4 AVENUE          ,R160,3716.0
2020-04-04,KINGSBRIDGE RD-JEROME AVE     ,R161,9056.0
2020-04-04,ELDER AVE-WESTCHESTER AVE     ,R162,6758.0
2020-04-04,14TH STREET-6TH AVENUE        ,R163,4471.0
2020-04-04,66TH STREET-BROADWAY          ,R164,3870.0
2020-04-04,TOMPKINSVILLE                 ,R165,594.0
2020-04-04,79TH STREET-BROADWAY          ,R166,3659.0
2020-04-04,86TH STREET-BROADWAY          ,R167,6620.0
2020-04-04,96TH STREET-BROADWAY          ,R168,17996.0
2020-04-04,137TH STREET-BROADWAY         ,R169,6870.0
2020-04-04,14TH STREET-UNION SQUARE      ,R170,34823.0
2020-04-04,7TH AVENUE-PARK PLACE         ,R171,2305.0
2020-04-04,BRIGHTON BEACH-CONEY ISLAND   ,R172,8190.0
2020-04-04,207TH STREET-BROADWAY         ,R173,5221.0
2020-04-04,181ST STREET-FT WASH AVE      ,R174,3984.0
2020-04-04,8TH AVENUE-14TH STREET        ,R175,9548.0
2020-04-04,33RD STREET-PARK AVENUE       ,R176,10976.0
2020-04-04,68TH STREET-HUNTER COLLEGE    ,R177,10315.0
2020-04-04,77TH STREET-LEXINGTON AVE     ,R178,12289.0
2020-04-04,86TH STREET-LEXINGTON AVE     ,R179,18735.0
2020-04-04,103RD STREET-LEXINGTON AVE    ,R180,11721.0
2020-04-04,110TH STREET-LEXINGTON AVE    ,R181,8154.0
2020-04-04,116TH STREET-LEXINGTON AVE    ,R182,11469.0
2020-04-04,BEDFORD PARK BLVD-JEROME AV   ,R183,4349.0
2020-04-04,CORTELYOU RD-EAST 16TH ST     ,R184,3985.0
2020-04-04,DYCKMAN STREET-BROADWAY       ,R185,3671.0
2020-04-04,86TH ST-CENTRAL PARK WEST     ,R186,2732.0
2020-04-04,81ST STREET-MUSEUM            ,R187,2108.0
2020-04-04,50TH STREET-8TH AVENUE        ,R188,5474.0
2020-04-04,CHRISTOPHER ST-SHERIDAN SQ    ,R189,1798.0
2020-04-04,23RD STREET-7TH AVENUE        ,R190,4659.0
2020-04-04,103RD STREET-BROADWAY         ,R191,5658.0
2020-04-04,110TH STREET-BROADWAY         ,R192,5743.0
2020-04-04,157TH STREET-BROADWAY         ,R193,7368.0
2020-04-04,BLEECKER ST-LAFAYETTE ST      ,R194,4792.0
2020-04-04,161ST STREET-YANKEE STADIUM   ,R195,20873.0
2020-04-04,PROSPECT PARK-EMPIRE BLVD     ,R196,5965.0
2020-04-04,36TH STREET-4TH AVENUE        ,R197,8520.0
2020-04-04,NOSTRAND AVE-FULTON ST        ,R198,10148.0
2020-04-04,KINGSTON AVE-THROOP AVE       ,R199,3720.0
2020-04-04,EUCLID AVE-PITKIN AVE         ,R200,10061.0
2020-04-04,WOODHAVEN BLVD-QUEENS BLVD    ,R201,9115.0
2020-04-04,63RD DRIVE-REGO PARK          ,R202,6880.0
2020-04-04,23RD STREET-6TH AVENUE        ,R203,3973.0
2020-04-04,CHURCH AVE-MCDONALD AVE       ,R204,5399.0
2020-04-04,149TH ST-GRAND CONCOURSE      ,R205,13392.0
2020-04-04,125TH STREET-LENOX AVENUE     ,R206,8034.0
2020-04-04,135TH STREET-LENOX AVENUE     ,R207,11060.0
2020-04-04,103RD ST-ROOSEVELT AVE        ,R208,13201.0
2020-04-04,STERLING ST-NOSTRAND AVE      ,R209,3474.0
2020-04-04,BEVERLY RD-NOSTRAND AVE       ,R210,3856.0
2020-04-04,KINGS HIGHWAY-EAST 16TH ST    ,R211,10815.0
2020-04-04,59TH STREET-4TH AVENUE        ,R212,8335.0
2020-04-04,BAY RIDGE AVE-4TH AVENUE      ,R213,4512.0
2020-04-04,77TH STREET-4TH AVENUE        ,R214,2579.0
2020-04-04,86TH STREET-4TH AVENUE        ,R215,6209.0
2020-04-04,BAY RIDGE - 95TH STREET       ,R216,3509.0
2020-04-04,HOYT ST-SCHERMERHORN ST       ,R217,4620.0
2020-04-04,ELMHURST AVE-BROADWAY         ,R218,5727.0
2020-04-04,67TH AVENUE-QUEENS BLVD       ,R219,3464.0
2020-04-04,CARROLL ST-PRESIDENT ST       ,R220,3190.0
2020-04-04,167TH STREET-RIVER AVENUE     ,R221,10092.0
2020-04-04,177TH STREET-PARKCHESTER      ,R222,12904.0
2020-04-04,46TH ST-BLISS ST              ,R223,6699.0
2020-04-04,CLARK STREET-HENRY STREET     ,R224,967.0
2020-04-04,HOYT STREET-HOYT STREET       ,R225,1870.0
2020-04-04,GUN HILL ROAD-SEYMOUR         ,R226,3567.0
2020-04-04,RECTOR STREET-CHURCH STREET   ,R227,952.0
2020-04-04,AVENUE J-EAST 16TH STREET     ,R228,3958.0
2020-04-04,AVENUE M-EAST 16TH STREET     ,R229,3325.0
2020-04-04,NECK ROAD-EAST 16TH STREET    ,R230,2456.0
2020-04-04,UNION STREET-4TH AVENUE       ,R231,2232.0
2020-04-04,45TH STREET-4TH AVENUE        ,R232,4557.0
2020-04-04,53RD STREET-4TH AVENUE        ,R233,7101.0
2020-04-04,50TH STREET-NEW UTRECHT AVE   ,R234,3171.0
2020-04-04,BEDFORD AVE-NORTH 7TH ST      ,R235,5280.0
2020-04-04,DEKALB AVE-WYCKOFF AVE        ,R236,5720.0
2020-04-04,182ND STREET-183RD STREET     ,R237,5162.0
2020-04-04,STEINWAY ST-BROADWAY          ,R238,6061.0
2020-04-04,GREENPOINT AVE                ,R239,4195.0
2020-04-04,GRAND ST-CHRISTIE ST          ,R240,6807.0
2020-04-04,15TH ST-PROSPECT PARK WEST    ,R241,1783.0
2020-04-04,18TH AVE-MCDONALD AVE         ,R242,2818.0
2020-04-04,170TH STREET-JEROME AVENUE    ,R243,8077.0
2020-04-04,BURNSIDE AVE-JEROME AVE       ,R244,11029.0
2020-04-04,ST LAWRENCE AVE-WEST AVE      ,R245,4008.0
2020-04-04,PROSPECT AVENUE-4TH AVENUE    ,R246,2440.0
2020-04-04,55TH ST-NEW UTRECHT AVE       ,R247,1928.0
2020-04-04,1ST AVENUE-14TH STREET        ,R248,7284.0
2020-04-04,GRAHAM AVE-METROPOLITAN AVE   ,R249,3343.0
2020-04-04,GRAND ST-BUSHWICK AVE         ,R250,3103.0
2020-04-04,96TH ST-CENTRAL PARK WEST     ,R251,4458.0
2020-04-04,HIGH ST-CADMAN PLAZA WEST     ,R252,2073.0
2020-04-04,174TH-175TH ST-GRAND CONCOU   ,R253,5430.0
2020-04-04,GRAND AVE-QUEENS BOULEVARD    ,R254,7744.0
2020-04-04,VAN WYCK BLVD-MAIN STREET     ,R255,2330.0
2020-04-04,NASSAU AVE-MANHATTAN AVE      ,R256,2989.0
2020-04-04,EAST BROADWAY-MADISON ST      ,R257,6658.0
2020-04-04,4TH AVENUE-9TH STREET         ,R258,4847.0
2020-04-04,ROOSEVELT ISLAND              ,R259,3294.0
2020-04-04,181ST STREET-ST NICHOLAS AV   ,R260,9917.0
2020-04-04,40TH STREET-LOWERY STREET     ,R261,3648.0
2020-04-04,BEVERLEY ROAD -EAST 15TH ST   ,R262,2262.0
2020-04-04,AVENUE H-EAST 16TH STREET     ,R263,1766.0
2020-04-04,OCEAN PKWAY-BRIGHTON BCH AV   ,R264,2400.0
2020-04-04,MONTROSE AVENUE               ,R265,3165.0
2020-04-04,HALSEY STREET-WYCKOFF AVE     ,R266,4022.0
2020-04-04,46TH STREET-BROADWAY          ,R267,3598.0
2020-04-04,METROPOLITAN AVE-LORIMER ST   ,R268,4217.0
2020-04-04,BEDFORD AVENUE-NOSTRAND AVE   ,R269,3784.0
2020-04-04,SMITH STREET-9TH STREET       ,R270,3753.0
2020-04-04,AVENUE X-MCDONALD AVENUE      ,R271,1733.0
2020-04-04,28TH STREET-7TH AVENUE        ,R272,3179.0
2020-04-04,145TH STREET-BROADWAY         ,R273,6276.0
2020-04-04,191ST STREET-ST NICHOLAS AV   ,R274,910.0
2020-04-04,183RD STREET-JEROME AVENUE    ,R275,6937.0
2020-04-04,JACKSON AVENUE-VERNON BLVD    ,R276,4958.0
2020-04-04,PRESIDENT ST-NOSTRAND AVE     ,R277,1900.0
2020-04-04,25TH STREET-4TH AVENUE        ,R278,2187.0
2020-04-04,JEFFERSON STREET-WYCKOFF AV   ,R279,2676.0
2020-04-04,190TH STREET-OVERLOOK TERR    ,R280,2060.0
2020-04-04,72ND STREET-CENTRAL PK WEST   ,R281,1484.0
2020-04-04,SPRING STREET-6TH AVENUE      ,R282,2028.0
2020-04-04,LAFAYETTE AVENUE-FULTON ST    ,R283,2340.0
2020-04-04,CLINTON AVENUE-FULTON ST      ,R284,1906.0
2020-04-04,MOTT AVENUE-BEACH 22ND ST     ,R285,5257.0
2020-04-04,MYRTLE AVENUE-MARCY AVENUE    ,R286,3418.0
2020-04-04,CLASSON AVENUE-LAFAYETTE AV   ,R287,2301.0
2020-04-04,7TH AVENUE-9TH STREET         ,R288,4250.0
2020-04-04,FT HAMILTON PKY-GREENWOOD     ,R289,1494.0
2020-04-04,HOUSTON STREET-VARICK ST      ,R290,2947.0
2020-04-04,33RD STREET-QUEENS BLVD       ,R291,2275.0
2020-04-04,BAYCHESTER AVE-TILLOTSON      ,R292,3298.0
2020-04-04,34TH STREET - PENN STATION    ,R293,13637.0
2020-04-04,MORGAN AVENUE-HARRISON PL     ,R294,2697.0
2020-04-04,WILSON AVENUE-MOFFAT STREET   ,R295,2580.0
2020-04-04,163RD ST & AMSTERDAM AVE      ,R296,3009.0
2020-04-04,FRANKLIN AVENUE-FULTON ST     ,R297,3685.0
2020-04-04,NORTHERN BLVD-BROADWAY        ,R298,3324.0
2020-04-04,BROADWAY - UNION AVENUE       ,R299,2798.0
2020-04-04,2ND AVENUE-HOUSTON STREET     ,R300,5214.0
2020-04-04,YORK STREET-JAY STREET        ,R301,2765.0
2020-04-04,57TH STREET-6TH AVENUE        ,R302,2394.0
2020-04-04,21ST STREET-QUEENSBRIDGE      ,R303,6702.0
2020-04-04,RECTOR STREET-GREENWICH ST    ,R304,1029.0
2020-04-04,WTC-CORTLANDT ST              ,R305,2075.0
2020-04-04,238TH STREET-BROADWAY         ,R306,2946.0
2020-04-04,138TH ST-GRAND CONCOURSE      ,R307,3203.0
2020-04-04,MT EDEN AVENUE-JEROME AVE     ,R308,6358.0
2020-04-04,176TH STREET-JEROME AVENUE    ,R309,6336.0
2020-04-04,111TH STREET-ROOSEVELT AVE    ,R310,7446.0
2020-04-04,BOWERY STREET-DELANCEY ST     ,R311,1178.0
2020-04-04,WEST 6TH STREET-SURF AVENUE   ,R312,1362.0
2020-04-04,BUSHWICK AVENUE-ABERDEEN ST   ,R313,1461.0
2020-04-04,103RD ST-CENTRAL PARK WEST    ,R314,2439.0
2020-04-04,155TH STREET-8TH AVENUE       ,R315,4315.0
2020-04-04,FLUSHING AVENUE-MARCY AVE     ,R316,2047.0
2020-04-04,LAFAYETTE AV-WASHINGTON AV    ,R317,1250.0
2020-04-04,FULTON STREET-LAFAYETTE AV    ,R318,2459.0
2020-04-04,63RD STREET-LEXINGTON AVE     ,R319,6944.0
2020-04-04,CANAL STREET-VARICK STREET    ,R320,957.0
2020-04-04,18TH STREET-7TH AVENUE        ,R321,1231.0
2020-04-04,SPRING STREET-LAFAYETTE ST    ,R322,1695.0
2020-04-04,111TH STREET-LENOX AVENUE     ,R323,3098.0
2020-04-04,116TH STREET-LENOX AVENUE     ,R324,7380.0
2020-04-04,WHITLOCK AVE-WESTCHESTER AV   ,R325,2187.0
2020-04-04,ZEREGA AVE-WESTCHESTER AVE    ,R326,1808.0
2020-04-04,52ND STREET-ROOSEVELT AVE     ,R327,2725.0
2020-04-04,WILLETS PT BLVD-ROOSEVELT     ,R328,990.0
2020-04-04,MORRIS PARK-PAULDING AVENUE   ,R329,1282.0
2020-04-04,3RD AVENUE-14TH STREET        ,R330,3024.0
2020-04-04,155TH STREET-ST NICHOLAS AV   ,R331,1691.0
2020-04-04,135TH STREET-ST NICHOLAS AV   ,R332,2632.0
2020-04-04,116TH STREET-8TH AVENUE       ,R333,3798.0
2020-04-04,110TH STREET-8TH AVENUE       ,R334,3806.0
2020-04-04,GASTON AVENUE-BEACH 67TH ST   ,R335,2518.0
2020-04-04,STRAITON AVE-BEACH 60TH ST    ,R336,2731.0
2020-04-04,FRANK AVENUE-BEACH 44TH ST    ,R337,803.0
2020-04-04,EDGEMERE-BEACH 36TH STREET    ,R338,1191.0
2020-04-04,36TH STREET-NORTHERN BLVD     ,R339,1916.0
2020-04-04,65TH STREET-BROADWAY          ,R340,1647.0
2020-04-04,75TH AVENUE-QUEENS BLVD       ,R341,1054.0
2020-04-04,VAN WYCK BLVD-METROPOLITAN    ,R342,3273.0
2020-04-04,FRANKLIN STREET-WEST BWAY     ,R343,670.0
2020-04-04,145TH STREET-LENOX AVENUE     ,R344,2026.0
2020-04-04,148TH STREET-LENOX AVENUE     ,R345,2156.0
2020-04-04,COURT SQ                      ,R346,2359.0
2020-04-04,69TH STREET-ROOSEVELT AVE     ,R347,2349.0
2020-04-04,ATLANTIC AV-VAN SINDEREN AV   ,R348,1601.0
2020-04-04,SUTTER AVE-VAN SINDEREN AVE   ,R349,4414.0
2020-04-04,LIVONIA AVE-VAN SINDEREN AV   ,R350,3683.0
2020-04-04,HEWES STREET-BROADWAY         ,R352,1824.0
2020-04-04,LORIMER STREET-BROADWAY       ,R353,2874.0
2020-04-04,104TH STREET-LIBERTY AVENUE   ,R354,1076.0
2020-04-04,109TH STREET-LIBERTY AVENUE   ,R355,1563.0
2020-04-04,LEFFERTS BLVD-LIBERTY AVE     ,R356,5507.0
2020-04-04,NORTH CONDUIT AVE-COHANCEY    ,R357,422.0
2020-04-04,BEACH 25TH STREET-WAVECREST   ,R358,2053.0
2020-04-04,COURT SQ-23 ST                ,R359,4851.0
2020-04-04,21ST STREET-JACKSON AVENUE    ,R360,990.0
2020-04-04,PELHAM PKWY-WHITE PLAINS RD   ,R361,7266.0
2020-04-04,ALLERTON AV-WHITE PLAINS RD   ,R362,5329.0
2020-04-04,BURKE AVE-WHITE PLAINS ROAD   ,R363,3349.0
2020-04-04,GUNHILL RD-WHITE PLAINS RD    ,R364,7729.0
2020-04-04,219TH ST-WHITE PLAINS ROAD    ,R365,3422.0
2020-04-04,225TH ST-WHITE PLAINS ROAD    ,R366,4041.0
2020-04-04,233RD ST-WHITE PLAINS ROAD    ,R367,5140.0
2020-04-04,9TH AVENUE-39TH STREET        ,R368,3071.0
2020-04-04,FORT HAMILTON PKWY-45TH ST    ,R369,3694.0
2020-04-04,71ST STREET-NEW UTRECHT AVE   ,R370,3047.0
2020-04-04,79TH STREET-17TH AVENUE       ,R371,3051.0
2020-04-04,18TH AVENUE-86TH STREET       ,R372,3555.0
2020-04-04,20TH AVENUE-86TH STREET       ,R373,2895.0
2020-04-04,BAY PARKWAY-86TH STREET       ,R374,4640.0
2020-04-04,NEW LOTS AV-VAN SINDEREN AV   ,R375,5508.0
2020-04-04,EAST 105TH ST-FARRAGUT ROAD   ,R376,4166.0
2020-04-04,FLUSHING AVE-BROADWAY         ,R377,7689.0
2020-04-04,MYRTLE AVENUE-BROADWAY        ,R378,7643.0
2020-04-04,KOSCIUSZKO STREET-BROADWAY    ,R379,3159.0
2020-04-04,GATES AVENUE-BROADWAY         ,R380,4499.0
2020-04-04,HALSEY STREET-BROADWAY        ,R381,4313.0
2020-04-04,GRANT AVENUE-PITKIN AVENUE    ,R382,4973.0
2020-04-04,HUDSON STREET-78TH STREET     ,R383,2293.0
2020-04-04,BOYD STREET-88TH STREET       ,R384,1785.0
2020-04-04,ROCKAWAY BLVD-LIBERTY AVE     ,R385,5348.0
2020-04-04,174TH STREET-SOUTHERN BLVD    ,R386,6494.0
2020-04-04,EAST TREMONT AVENUE-178 ST    ,R387,5396.0
2020-04-04,EAST 180TH ST-MORRIS PARK     ,R388,6869.0
2020-04-04,BRONX PARK EAST               ,R389,2083.0
2020-04-04,8TH AVENUE-62ND STREET        ,R390,3249.0
2020-04-04,FORT HAMILTON PARKWAY-62ND    ,R391,2456.0
2020-04-04,18TH AVENUE-62ND STREET       ,R392,2573.0
2020-04-04,20TH AVENUE-62ND STREET       ,R393,1585.0
2020-04-04,BAY PARKWAY-66TH STREET       ,R394,3460.0
2020-04-04,KINGS HIGHWAY-WEST 7TH ST     ,R395,2499.0
2020-04-04,AVENUE U-WEST 7TH STREET      ,R396,1820.0
2020-04-04,86TH STREET-AVENUE V          ,R397,1879.0
2020-04-04,NEW UTRECHT AVENUE-62ND ST    ,R398,2846.0
2020-04-04,25TH AVENUE-86TH STREET       ,R399,2130.0
2020-04-04,BAY 50TH STREET-STILLWELL     ,R400,1504.0
2020-04-04,CENTRAL AVE-MYRTLE AVE        ,R401,1921.0
2020-04-04,SENECA AVENUE-PALMETTO ST     ,R402,1889.0
2020-04-04,FOREST AVENUE-PUTNAM AVENUE   ,R403,2270.0
2020-04-04,FRESH POND ROAD-68TH AVENUE   ,R404,3749.0
2020-04-04,JACKSON AVENUE-WESTCHESTER    ,R405,4679.0
2020-04-04,PROSPECT AVENUE-WESTCHESTER   ,R406,7027.0
2020-04-04,INTERVALE 163RD STREET        ,R407,3193.0
2020-04-04,SIMPSON ST-WESTCHESTER AVE    ,R408,7788.0
2020-04-04,FREEMAN ST-SOUTHERN BLVD      ,R409,4307.0
2020-04-04,PARK PLACE-FRANKLIN AVENUE    ,R411,1088.0
2020-04-04,BOTANIC GARDEN-FRANKLIN AVE   ,R412,708.0
2020-04-04,KNICKERBOCKER AVE-MYRTLE AV   ,R413,2854.0
2020-04-04,HOWARD BEACH-159TH AVE        ,R414,1338.0
