WEEK,STATION,REMOTE,TOTAL
2020-07-18,ROCKAWAY PARK-BEACH 116TH     ,R419,3324.0
2020-07-18,DITMAS AVE-MCDONALD AVE       ,R420,6423.0
2020-07-18,AVENUE I-MCDONALD AVENUE      ,R421,2862.0
2020-07-18,MCDONALD AVE-22ND AVE         ,R422,1959.0
2020-07-18,AVENUE N-MCDONALD AVENUE      ,R423,4547.0
2020-07-18,AVENUE P-MCDONALD AVENUE      ,R424,4092.0
2020-07-18,AVENUE U-MCDONALD AVENUE      ,R425,2883.0
2020-07-18,NEPTUNE AVE-MCDONALD AVENUE   ,R426,2158.0
2020-07-18,MIDDLETOWN ROAD-WESTCHESTER   ,R427,3001.0
2020-07-18,BUHRE AVE-WESTCHESTER AVE     ,R428,6097.0
2020-07-18,PELHAM BAY PARK-BRUCKNER BL   ,R429,12352.0
2020-07-18,PELHAM PKWY-ESPLANADE         ,R430,4759.0
2020-07-18,DYRE AVENUE-LIGHT STREET      ,R431,8058.0
2020-07-18,CHAUNCEY STREET-ROCKAWAY AV   ,R432,5494.0
2020-07-18,ALABAMA AVENUE-FULTON ST      ,R433,4379.0
2020-07-18,VAN SICLEN AVENUE-FULTON ST   ,R434,5673.0
2020-07-18,CLEVELAND STREET-FULTON ST    ,R435,5602.0
2020-07-18,NORWOOD AVENUE-FULTON ST      ,R436,5993.0
2020-07-18,CRESCENT STREET-FULTON ST     ,R437,7823.0
2020-07-18,RALPH AVENUE-FULTON STREET    ,R438,9492.0
2020-07-18,ROCKAWAY AVE-HOPKINSON AVE    ,R439,8253.0
2020-07-18,LIBERTY AVE-PENNSYLVANIA AV   ,R440,4221.0
2020-07-18,VAN SICLEN AVE-PITKIN AVE     ,R441,5637.0
2020-07-18,SHEPHERD AVE-PITKIN AVE       ,R442,5563.0
2020-07-18,170TH STREET-GRAND CONC.      ,R443,12069.0
2020-07-18,238TH ST-WHITE PLAINS ROAD    ,R444,4412.0
2020-07-18,138TH STREET-3RD AVE          ,R445,15233.0
2020-07-18,BROOK AVENUE-138TH STREET     ,R446,11757.0
2020-07-18,CYPRESS AVENUE-138TH STREET   ,R447,6558.0
2020-07-18,EAST 143RD ST-SOUTHERN BLVD   ,R448,1956.0
2020-07-18,EAST 149TH ST-SOUTHERN BLVD   ,R449,9394.0
2020-07-18,LONGWOOD AVE-SOUTHERN BLVD    ,R450,5861.0
2020-07-18,WINTHROP ST-NOSTRAND AVE      ,R451,11517.0
2020-07-18,72ND STREET & BROADWAY        ,R452,42349.0
2020-07-18,23RD STREET-6TH AVENUE        ,R453,11725.0
2020-07-18,25TH STREET-4TH AVENUE        ,R455,1445.0
2020-07-18,HOYT STREET-FULTON STREET     ,R456,2860.0
2020-07-18,MARCY AVENUE-BROADWAY         ,R460,15275.0
2020-07-18,BROADWAY LAFAYETTE-BLEECKER   ,R461,19706.0
2020-07-18,CANAL STREET-BROADWAY         ,R462,13004.0
2020-07-18,CANAL ST-LAFAYETTE ST EAST    ,R463,17986.0
2020-07-18,AQUEDUCT RACE TRACK           ,R464,262.0
2020-07-18,RI TRAMWAY (MANHATTAN)        ,R468,7660.0
2020-07-18,RI TRAMWAY (ROOSEVELT)        ,R469,8107.0
2020-07-18,AIRTRAIN @ HOWARD BEACH       ,R535,5037.0
2020-07-18,AIRTRAIN JAMAICA CENTER 1     ,R536,13866.0
2020-07-18,PA-PATH WORLD TRADE CNTR      ,R540,35732.0
2020-07-18,PA-PATH THIRTY THIRD ST       ,R541,18483.0
2020-07-18,PA-PATH TWENTY THIRD ST       ,R542,3643.0
2020-07-18,PA-PATH EXCHANGE PLACE        ,R543,7165.0
2020-07-18,PA-PATH HARRISON              ,R544,4809.0
2020-07-18,PA-PATH 14TH STREET           ,R545,6121.0
2020-07-18,PA-PATH PAVONIA/NEWPORT       ,R546,5533.0
2020-07-18,PA-PATH 9TH STREET            ,R547,2708.0
2020-07-18,PA-PATH CHRISTOPHER ST        ,R548,2928.0
2020-07-18,PA-PATH NEWARK                ,R549,23486.0
2020-07-18,PA-PATH HOBOKEN               ,R550,10557.0
2020-07-18,PA-PATH GROVE ST              ,R551,9886.0
2020-07-18,PA-PATH JOURNAL SQUARE        ,R552,20981.0
2020-07-18,72ND STREET - 2 AVENUE        ,R570,41058.0
2020-07-18,86TH STREET - 2 AVENUE        ,R571,26499.0
2020-07-18,96TH STREET - 2 AVENUE        ,R572,24156.0
2020-07-11,WHITEHALL STREET              ,R001,24463.0
2020-07-11,CYPRESS HILLS                 ,R003,2956.0
2020-07-11,75TH STREET & ELDERTS LANE    ,R004,7060.0
2020-07-11,85TH STREET & FOREST PKWAY    ,R005,7558.0
2020-07-11,WOODHAVEN BOULEVARD           ,R006,8180.0
2020-07-11,104TH STREET                  ,R007,5189.0
2020-07-11,111TH STREET                  ,R008,3708.0
2020-07-11,121ST STREET                  ,R009,3731.0
2020-07-11,42ND STREET & 8TH AVENUE      ,R010,27771.0
2020-07-11,42ND STREET & 8TH AVENUE      ,R011,76052.0
2020-07-11,34TH STREET & 8TH AVENUE      ,R012,53954.0
2020-07-11,34TH STREET & 8TH AVENUE      ,R013,16176.0
2020-07-11,FULTON STREET                 ,R014,54222.0
2020-07-11,FIFTH AVENUE                  ,R015,17804.0
2020-07-11,LEXINGTON AVENUE              ,R016,5311.0
2020-07-11,LEXINGTON AVENUE              ,R017,30141.0
2020-07-11,ROOSEVELT AVE/JACKSON HTS     ,R018,98985.0
2020-07-11,179TH STREET & HILLSIDE AVE   ,R019,31932.0
2020-07-11,47-50 STREETS/ROCKEFELLER     ,R020,50976.0
2020-07-11,42ND STREET & 6TH AVENUE      ,R021,34833.0
2020-07-11,34TH STREET & 6TH AVENUE      ,R022,77482.0
2020-07-11,34TH STREET & 6TH AVENUE      ,R023,48250.0
2020-07-11,SUTPHIN BOULEVARD             ,R024,34849.0
2020-07-11,JAMAICA CENTER-PARSONS BLVD   ,R025,57046.0
2020-07-11,WALL STREET                   ,R027,14225.0
2020-07-11,FULTON & WILLIAM STREETS      ,R028,22126.0
2020-07-11,PARK PLACE                    ,R029,32565.0
2020-07-11,CHAMBERS STREET               ,R030,12166.0
2020-07-11,34TH STREET & 7TH AVENUE      ,R031,27272.0
2020-07-11,42ND STREET/TIMES SQUARE      ,R032,36041.0
2020-07-11,42ND STREET/TIMES SQUARE      ,R033,39326.0
2020-07-11,125TH STREET & BROADWAY       ,R034,9600.0
2020-07-11,168TH STREET & BROADWAY       ,R035,36480.0
2020-07-11,DYCKMAN STREET                ,R036,13898.0
2020-07-11,207TH STREET                  ,R037,11399.0
2020-07-11,215TH STREET                  ,R038,2276.0
2020-07-11,225TH STREET                  ,R039,9660.0
2020-07-11,231ST STREET                  ,R040,15765.0
2020-07-11,BOWLING GREEN & BATTERY PL    ,R041,16075.0
2020-07-11,BOWLING GREEN & BROADWAY      ,R042,3978.0
2020-07-11,WALL STREET                   ,R043,12997.0
2020-07-11,BROOKLYN BRIDGE               ,R044,19924.0
2020-07-11,42ND STREET & GRAND CENTRAL   ,R045,4.0
2020-07-11,42ND STREET & GRAND CENTRAL   ,R046,55744.0
2020-07-11,42ND STREET & GRAND CENTRAL   ,R047,27337.0
2020-07-11,42ND STREET & 3RD AVENUE      ,R048,10684.0
2020-07-11,51ST STREET & LEXINGTON AVE   ,R049,11461.0
2020-07-11,59TH STREET & LEXINGTON AVE   ,R050,19106.0
2020-07-11,59TH STREET & LEXINGTON AVE   ,R051,39861.0
2020-07-11,WOODLAWN ROAD                 ,R052,12068.0
2020-07-11,149TH STREET & 3RD AVENUE     ,R053,36090.0
2020-07-11,FIFTH AVENUE & 42ND STREET    ,R054,12564.0
2020-07-11,MAIN STREET                   ,R055,88064.0
2020-07-11,NEVINS STREET                 ,R056,12761.0
2020-07-11,BARCLAYS CENTER               ,R057,52525.0
2020-07-11,BERGEN STREET                 ,R058,3368.0
2020-07-11,GRAND ARMY PLAZA              ,R059,6845.0
2020-07-11,EASTERN PARKWAY               ,R060,3537.0
2020-07-11,NOSTRAND AVENUE               ,R061,5161.0
2020-07-11,UTICA AVENUE                  ,R062,48672.0
2020-07-11,SUTTER AVENUE                 ,R063,13222.0
2020-07-11,SARATOGA AVENUE               ,R064,10919.0
2020-07-11,ROCKAWAY AVENUE               ,R065,9198.0
2020-07-11,JUNIUS STREET                 ,R066,3466.0
2020-07-11,PENNSYLVANIA AVENUE           ,R067,8185.0
2020-07-11,VAN SICLEN AVENUE             ,R068,5338.0
2020-07-11,NEW LOTS AVENUE               ,R069,10591.0
2020-07-11,ST GEORGE TERMINAL            ,R070,8911.0
2020-07-11,34TH STREET - HUDSON YARDS    ,R072,16041.0
2020-07-11,FIFTH AVENUE & 60TH STREET    ,R079,17284.0
2020-07-11,57TH STREET & 7TH AVENUE      ,R080,30213.0
2020-07-11,49TH STREET & 7TH AVENUE      ,R081,13075.0
2020-07-11,28TH STREET & BROADWAY        ,R082,9164.0
2020-07-11,23RD STREET & 5TH AVENUE      ,R083,15388.0
2020-07-11,59TH STREET/COLUMBUS CIRCLE   ,R084,66070.0
2020-07-11,8TH STREET & BROADWAY         ,R085,10115.0
2020-07-11,PRINCE STREET & BROADWAY      ,R086,9372.0
2020-07-11,CITY HALL                     ,R087,4408.0
2020-07-11,CORTLANDT STREET              ,R088,11889.0
2020-07-11,JAY ST-METROTECH              ,R089,3106.0
2020-07-11,39TH AVENUE & 31ST STREET     ,R090,3575.0
2020-07-11,36TH AVENUE & 31ST STREET     ,R091,9309.0
2020-07-11,BROADWAY & 31ST STREET        ,R092,15148.0
2020-07-11,30TH AVENUE & 31ST STREET     ,R093,19665.0
2020-07-11,ASTORIA BLVD & 31ST STREET    ,R094,11520.0
2020-07-11,DITMARS BLVD & 31ST STREET    ,R095,21062.0
2020-07-11,82ND STREET-JACKSON HEIGHTS   ,R096,26824.0
2020-07-11,JUNCTION BLVD-ROOSEVELT AVE   ,R097,55014.0
2020-07-11,CHURCH AVENUE                 ,R098,29449.0
2020-07-11,DEKALB AVENUE                 ,R099,25764.0
2020-07-11,METROPOLITAN AVENUE           ,R100,6351.0
2020-07-11,145TH STREET                  ,R101,32849.0
2020-07-11,125TH STREET                  ,R102,41581.0
2020-07-11,BROADWAY-EAST NEW YORK        ,R103,16260.0
2020-07-11,167TH ST-GRAND CONCOURSE      ,R104,18385.0
2020-07-11,14TH STREET & 7TH AVENUE      ,R105,22889.0
2020-07-11,CASTLE HILL AVENUE            ,R106,12001.0
2020-07-11,WESTCHESTER SQUARE            ,R107,9650.0
2020-07-11,BOROUGH HALL - COURT STREET   ,R108,29713.0
2020-07-11,CHURCH AVENUE & NOSTRAND AV   ,R109,16542.0
2020-07-11,FLATBUSH AVE & NOSTRAND AV    ,R110,27278.0
2020-07-11,23RD STREET & 8TH AVENUE      ,R111,21133.0
2020-07-11,FORDHAM RD/GRAND CONCOURSE    ,R112,21598.0
2020-07-11,SEVENTH AVENUE & WEST 53RD    ,R113,10472.0
2020-07-11,PARSONS BLVD & HILLSIDE AV    ,R114,12611.0
2020-07-11,169TH STREET & HILLSIDE AVE   ,R115,13297.0
2020-07-11,50TH STREET & 7TH AVENUE      ,R116,12442.0
2020-07-11,242ND STREET & BROADWAY       ,R117,12603.0
2020-07-11,CANAL STREET                  ,R118,12785.0
2020-07-11,FORDHAM ROAD & JEROME AVE     ,R119,20120.0
2020-07-11,MORRISON AVE & WESTCHESTER    ,R120,12801.0
2020-07-11,QUEENSBORO PLAZA              ,R121,17360.0
2020-07-11,90TH STREET/ELMHURST AVENUE   ,R122,36005.0
2020-07-11,FRANKLIN AVE/EASTERN PKWY     ,R123,16591.0
2020-07-11,KINGSTON AVE/EASTERN PKWY     ,R124,6488.0
2020-07-11,BROAD STREET & WALL STREET    ,R125,6485.0
2020-07-11,175TH STREET/FT WASHINGTON    ,R126,17234.0
2020-07-11,JAY ST-METROTECH              ,R127,32657.0
2020-07-11,SUTPHIN BLVD-HILLSIDE AVE     ,R128,7894.0
2020-07-11,BERGEN STREET-SMITH STREET    ,R129,11307.0
2020-07-11,KINGS HIGHWAY-MCDONALD AVE    ,R130,5426.0
2020-07-11,23RD STREET-PARK AVE SOUTH    ,R131,19809.0
2020-07-11,125TH STREET-LEXINGTON AVE    ,R132,37893.0
2020-07-11,MOSHOLU PARKWAY-JEROME AVE    ,R133,16638.0
2020-07-11,HUNTERS PT AVE-49TH AVE       ,R134,7653.0
2020-07-11,NEWKIRK AVE-NOSTRAND AVE      ,R135,12598.0
2020-07-11,SHEEPSHEAD BAY ROAD           ,R136,23291.0
2020-07-11,MYRTLE AVE-GATES AVENUE       ,R137,35982.0
2020-07-11,WEST 4TH ST-WASHINGTON SQ     ,R138,37588.0
2020-07-11,CANAL STREET-LISPENARD ST     ,R139,15379.0
2020-07-11,QUEENS PLAZA-JACKSON AVE      ,R140,11931.0
2020-07-11,71ST AVE-CONTINENTAL AVE      ,R141,36098.0
2020-07-11,ESSEX ST-DELANCEY ST          ,R142,35002.0
2020-07-11,28TH STREET-PARK AVE SOUTH    ,R143,21170.0
2020-07-11,96TH STREET-LEXINGTON AVE     ,R144,24790.0
2020-07-11,241ST ST-WHITE PLAINS RD      ,R145,7306.0
2020-07-11,HUNTS PT AVE-SOUTHERN BLVD    ,R146,19086.0
2020-07-11,61ST STREET-ROOSEVELT AVE     ,R147,29318.0
2020-07-11,PARKSIDE AVE-OCEAN AVE        ,R148,11749.0
2020-07-11,NEWKIRK PLAZA                 ,R149,17325.0
2020-07-11,AVENUE U-EAST 16TH STREET     ,R150,12937.0
2020-07-11,STILLWELL AVE-CONEY ISLAND    ,R151,32012.0
2020-07-11,ROCKAWAY PKWY-GLENWOOD RD     ,R152,16370.0
2020-07-11,UTICA AVE-STUYVESANT AVE      ,R153,22375.0
2020-07-11,TREMONT AVE-179TH ST          ,R154,17357.0
2020-07-11,KINGSBRIDGE RD-196TH ST       ,R155,14843.0
2020-07-11,BEDFORD PARK BLVD-203RD ST    ,R156,11554.0
2020-07-11,205TH ST-BAINBRIDGE AVE       ,R157,17466.0
2020-07-11,UNION TURNPIKE-KEW GARDENS    ,R158,36424.0
2020-07-11,116TH STREET-COLUMBIA         ,R159,7500.0
2020-07-11,ASTOR PLACE-4 AVENUE          ,R160,12214.0
2020-07-11,KINGSBRIDGE RD-JEROME AVE     ,R161,15898.0
2020-07-11,ELDER AVE-WESTCHESTER AVE     ,R162,13040.0
2020-07-11,14TH STREET-6TH AVENUE        ,R163,21818.0
2020-07-11,66TH STREET-BROADWAY          ,R164,14563.0
2020-07-11,TOMPKINSVILLE                 ,R165,1254.0
2020-07-11,79TH STREET-BROADWAY          ,R166,14803.0
2020-07-11,86TH STREET-BROADWAY          ,R167,18789.0
2020-07-11,96TH STREET-BROADWAY          ,R168,41294.0
2020-07-11,137TH STREET-BROADWAY         ,R169,16928.0
2020-07-11,14TH STREET-UNION SQUARE      ,R170,99602.0
2020-07-11,7TH AVENUE-PARK PLACE         ,R171,9120.0
2020-07-11,BRIGHTON BEACH-CONEY ISLAND   ,R172,26780.0
2020-07-11,207TH STREET-BROADWAY         ,R173,12954.0
2020-07-11,181ST STREET-FT WASH AVE      ,R174,12942.0
2020-07-11,8TH AVENUE-14TH STREET        ,R175,37856.0
2020-07-11,33RD STREET-PARK AVENUE       ,R176,28857.0
2020-07-11,68TH STREET-HUNTER COLLEGE    ,R177,25078.0
2020-07-11,77TH STREET-LEXINGTON AVE     ,R178,33858.0
2020-07-11,86TH STREET-LEXINGTON AVE     ,R179,52482.0
2020-07-11,103RD STREET-LEXINGTON AVE    ,R180,21399.0
2020-07-11,110TH STREET-LEXINGTON AVE    ,R181,16412.0
2020-07-11,116TH STREET-LEXINGTON AVE    ,R182,22902.0
2020-07-11,BEDFORD PARK BLVD-JEROME AV   ,R183,8286.0
2020-07-11,CORTELYOU RD-EAST 16TH ST     ,R184,10711.0
2020-07-11,DYCKMAN STREET-BROADWAY       ,R185,10393.0
2020-07-11,86TH ST-CENTRAL PARK WEST     ,R186,9866.0
2020-07-11,81ST STREET-MUSEUM            ,R187,9077.0
2020-07-11,50TH STREET-8TH AVENUE        ,R188,14943.0
2020-07-11,CHRISTOPHER ST-SHERIDAN SQ    ,R189,8039.0
2020-07-11,23RD STREET-7TH AVENUE        ,R190,13114.0
2020-07-11,103RD STREET-BROADWAY         ,R191,14004.0
2020-07-11,110TH STREET-BROADWAY         ,R192,13128.0
2020-07-11,157TH STREET-BROADWAY         ,R193,17122.0
2020-07-11,BLEECKER ST-LAFAYETTE ST      ,R194,13835.0
2020-07-11,161ST STREET-YANKEE STADIUM   ,R195,37367.0
2020-07-11,PROSPECT PARK-EMPIRE BLVD     ,R196,14102.0
2020-07-11,36TH STREET-4TH AVENUE        ,R197,24248.0
2020-07-11,NOSTRAND AVE-FULTON ST        ,R198,22858.0
2020-07-11,KINGSTON AVE-THROOP AVE       ,R199,7521.0
2020-07-11,EUCLID AVE-PITKIN AVE         ,R200,19415.0
2020-07-11,WOODHAVEN BLVD-QUEENS BLVD    ,R201,30763.0
2020-07-11,63RD DRIVE-REGO PARK          ,R202,25256.0
2020-07-11,23RD STREET-6TH AVENUE        ,R203,15074.0
2020-07-11,CHURCH AVE-MCDONALD AVE       ,R204,17729.0
2020-07-11,149TH ST-GRAND CONCOURSE      ,R205,20819.0
2020-07-11,125TH STREET-LENOX AVENUE     ,R206,18906.0
2020-07-11,135TH STREET-LENOX AVENUE     ,R207,21534.0
2020-07-11,103RD ST-ROOSEVELT AVE        ,R208,46605.0
2020-07-11,STERLING ST-NOSTRAND AVE      ,R209,8317.0
2020-07-11,BEVERLY RD-NOSTRAND AVE       ,R210,7574.0
2020-07-11,KINGS HIGHWAY-EAST 16TH ST    ,R211,33561.0
2020-07-11,59TH STREET-4TH AVENUE        ,R212,21714.0
2020-07-11,BAY RIDGE AVE-4TH AVENUE      ,R213,12215.0
2020-07-11,77TH STREET-4TH AVENUE        ,R214,8186.0
2020-07-11,86TH STREET-4TH AVENUE        ,R215,17423.0
2020-07-11,BAY RIDGE - 95TH STREET       ,R216,9297.0
2020-07-11,HOYT ST-SCHERMERHORN ST       ,R217,14860.0
2020-07-11,ELMHURST AVE-BROADWAY         ,R218,23825.0
2020-07-11,67TH AVENUE-QUEENS BLVD       ,R219,11563.0
2020-07-11,CARROLL ST-PRESIDENT ST       ,R220,11516.0
2020-07-11,167TH STREET-RIVER AVENUE     ,R221,17687.0
2020-07-11,177TH STREET-PARKCHESTER      ,R222,27207.0
2020-07-11,46TH ST-BLISS ST              ,R223,20984.0
2020-07-11,CLARK STREET-HENRY STREET     ,R224,4648.0
2020-07-11,HOYT STREET-HOYT STREET       ,R225,6500.0
2020-07-11,GUN HILL ROAD-SEYMOUR         ,R226,7487.0
2020-07-11,RECTOR STREET-CHURCH STREET   ,R227,4252.0
2020-07-11,AVENUE J-EAST 16TH STREET     ,R228,9759.0
2020-07-11,AVENUE M-EAST 16TH STREET     ,R229,9280.0
2020-07-11,NECK ROAD-EAST 16TH STREET    ,R230,7061.0
2020-07-11,UNION STREET-4TH AVENUE       ,R231,7684.0
2020-07-11,45TH STREET-4TH AVENUE        ,R232,13777.0
2020-07-11,53RD STREET-4TH AVENUE        ,R233,18229.0
2020-07-11,50TH STREET-NEW UTRECHT AVE   ,R234,7550.0
2020-07-11,BEDFORD AVE-NORTH 7TH ST      ,R235,29656.0
2020-07-11,DEKALB AVE-WYCKOFF AVE        ,R236,20674.0
2020-07-11,182ND STREET-183RD STREET     ,R237,8641.0
2020-07-11,STEINWAY ST-BROADWAY          ,R238,21334.0
2020-07-11,GREENPOINT AVE                ,R239,15245.0
2020-07-11,GRAND ST-CHRISTIE ST          ,R240,34195.0
2020-07-11,15TH ST-PROSPECT PARK WEST    ,R241,6440.0
2020-07-11,18TH AVE-MCDONALD AVE         ,R242,6218.0
2020-07-11,170TH STREET-JEROME AVENUE    ,R243,15501.0
2020-07-11,BURNSIDE AVE-JEROME AVE       ,R244,17287.0
2020-07-11,ST LAWRENCE AVE-WEST AVE      ,R245,7560.0
2020-07-11,PROSPECT AVENUE-4TH AVENUE    ,R246,7160.0
2020-07-11,55TH ST-NEW UTRECHT AVE       ,R247,4581.0
2020-07-11,1ST AVENUE-14TH STREET        ,R248,25849.0
2020-07-11,GRAHAM AVE-METROPOLITAN AVE   ,R249,10946.0
2020-07-11,GRAND ST-BUSHWICK AVE         ,R250,10122.0
2020-07-11,96TH ST-CENTRAL PARK WEST     ,R251,12373.0
2020-07-11,HIGH ST-CADMAN PLAZA WEST     ,R252,8439.0
2020-07-11,174TH-175TH ST-GRAND CONCOU   ,R253,10079.0
2020-07-11,GRAND AVE-QUEENS BOULEVARD    ,R254,29324.0
2020-07-11,VAN WYCK BLVD-MAIN STREET     ,R255,7602.0
2020-07-11,NASSAU AVE-MANHATTAN AVE      ,R256,12670.0
2020-07-11,EAST BROADWAY-MADISON ST      ,R257,17749.0
2020-07-11,4TH AVENUE-9TH STREET         ,R258,15802.0
2020-07-11,ROOSEVELT ISLAND              ,R259,10753.0
2020-07-11,181ST STREET-ST NICHOLAS AV   ,R260,23179.0
2020-07-11,40TH STREET-LOWERY STREET     ,R261,12643.0
2020-07-11,BEVERLEY ROAD -EAST 15TH ST   ,R262,5678.0
2020-07-11,AVENUE H-EAST 16TH STREET     ,R263,4623.0
2020-07-11,OCEAN PKWAY-BRIGHTON BCH AV   ,R264,7160.0
2020-07-11,MONTROSE AVENUE               ,R265,9748.0
2020-07-11,HALSEY STREET-WYCKOFF AVE     ,R266,13586.0
2020-07-11,46TH STREET-BROADWAY          ,R267,12761.0
2020-07-11,METROPOLITAN AVE-LORIMER ST   ,R268,17350.0
2020-07-11,BEDFORD AVENUE-NOSTRAND AVE   ,R269,10676.0
2020-07-11,SMITH STREET-9TH STREET       ,R270,7371.0
2020-07-11,AVENUE X-MCDONALD AVENUE      ,R271,3849.0
2020-07-11,28TH STREET-7TH AVENUE        ,R272,10336.0
2020-07-11,145TH STREET-BROADWAY         ,R273,15416.0
2020-07-11,191ST STREET-ST NICHOLAS AV   ,R274,2558.0
2020-07-11,183RD STREET-JEROME AVENUE    ,R275,11892.0
2020-07-11,JACKSON AVENUE-VERNON BLVD    ,R276,19124.0
2020-07-11,PRESIDENT ST-NOSTRAND AVE     ,R277,4368.0
2020-07-11,25TH STREET-4TH AVENUE        ,R278,4770.0
2020-07-11,JEFFERSON STREET-WYCKOFF AV   ,R279,11243.0
2020-07-11,190TH STREET-OVERLOOK TERR    ,R280,6130.0
2020-07-11,72ND STREET-CENTRAL PK WEST   ,R281,8334.0
2020-07-11,SPRING STREET-6TH AVENUE      ,R282,10593.0
2020-07-11,LAFAYETTE AVENUE-FULTON ST    ,R283,5695.0
2020-07-11,CLINTON AVENUE-FULTON ST      ,R284,5341.0
2020-07-11,MOTT AVENUE-BEACH 22ND ST     ,R285,10030.0
2020-07-11,MYRTLE AVENUE-MARCY AVENUE    ,R286,8871.0
2020-07-11,CLASSON AVENUE-LAFAYETTE AV   ,R287,6454.0
2020-07-11,7TH AVENUE-9TH STREET         ,R288,12207.0
2020-07-11,FT HAMILTON PKY-GREENWOOD     ,R289,5794.0
2020-07-11,HOUSTON STREET-VARICK ST      ,R290,10412.0
2020-07-11,33RD STREET-QUEENS BLVD       ,R291,8036.0
2020-07-11,BAYCHESTER AVE-TILLOTSON      ,R292,5469.0
2020-07-11,34TH STREET - PENN STATION    ,R293,42021.0
2020-07-11,MORGAN AVENUE-HARRISON PL     ,R294,10348.0
2020-07-11,WILSON AVENUE-MOFFAT STREET   ,R295,7501.0
2020-07-11,163RD ST & AMSTERDAM AVE      ,R296,6773.0
2020-07-11,FRANKLIN AVENUE-FULTON ST     ,R297,7419.0
2020-07-11,NORTHERN BLVD-BROADWAY        ,R298,11997.0
2020-07-11,BROADWAY - UNION AVENUE       ,R299,8458.0
2020-07-11,2ND AVENUE-HOUSTON STREET     ,R300,17186.0
2020-07-11,YORK STREET-JAY STREET        ,R301,12256.0
2020-07-11,57TH STREET-6TH AVENUE        ,R302,13361.0
2020-07-11,21ST STREET-QUEENSBRIDGE      ,R303,16439.0
2020-07-11,RECTOR STREET-GREENWICH ST    ,R304,3944.0
2020-07-11,WTC-CORTLANDT ST              ,R305,6485.0
2020-07-11,238TH STREET-BROADWAY         ,R306,7049.0
2020-07-11,138TH ST-GRAND CONCOURSE      ,R307,3033.0
2020-07-11,MT EDEN AVENUE-JEROME AVE     ,R308,10536.0
2020-07-11,176TH STREET-JEROME AVENUE    ,R309,10531.0
2020-07-11,111TH STREET-ROOSEVELT AVE    ,R310,27007.0
2020-07-11,BOWERY STREET-DELANCEY ST     ,R311,4636.0
2020-07-11,WEST 6TH STREET-SURF AVENUE   ,R312,4809.0
2020-07-11,BUSHWICK AVENUE-ABERDEEN ST   ,R313,3990.0
2020-07-11,103RD ST-CENTRAL PARK WEST    ,R314,5627.0
2020-07-11,155TH STREET-8TH AVENUE       ,R315,6889.0
2020-07-11,FLUSHING AVENUE-MARCY AVE     ,R316,5413.0
2020-07-11,LAFAYETTE AV-WASHINGTON AV    ,R317,4792.0
2020-07-11,FULTON STREET-LAFAYETTE AV    ,R318,7105.0
2020-07-11,63RD STREET-LEXINGTON AVE     ,R319,23762.0
2020-07-11,CANAL STREET-VARICK STREET    ,R320,3691.0
2020-07-11,18TH STREET-7TH AVENUE        ,R321,5913.0
2020-07-11,SPRING STREET-LAFAYETTE ST    ,R322,8805.0
2020-07-11,111TH STREET-LENOX AVENUE     ,R323,10015.0
2020-07-11,116TH STREET-LENOX AVENUE     ,R324,14096.0
2020-07-11,WHITLOCK AVE-WESTCHESTER AV   ,R325,4064.0
2020-07-11,ZEREGA AVE-WESTCHESTER AVE    ,R326,4269.0
2020-07-11,52ND STREET-ROOSEVELT AVE     ,R327,10240.0
2020-07-11,WILLETS PT BLVD-ROOSEVELT     ,R328,4896.0
2020-07-11,MORRIS PARK-PAULDING AVENUE   ,R329,4310.0
2020-07-11,3RD AVENUE-14TH STREET        ,R330,8258.0
2020-07-11,155TH STREET-ST NICHOLAS AV   ,R331,3709.0
2020-07-11,135TH STREET-ST NICHOLAS AV   ,R332,6574.0
2020-07-11,116TH STREET-8TH AVENUE       ,R333,8630.0
2020-07-11,110TH STREET-8TH AVENUE       ,R334,9193.0
2020-07-11,GASTON AVENUE-BEACH 67TH ST   ,R335,6559.0
2020-07-11,STRAITON AVE-BEACH 60TH ST    ,R336,4462.0
2020-07-11,FRANK AVENUE-BEACH 44TH ST    ,R337,1619.0
2020-07-11,EDGEMERE-BEACH 36TH STREET    ,R338,2168.0
2020-07-11,36TH STREET-NORTHERN BLVD     ,R339,4454.0
2020-07-11,65TH STREET-BROADWAY          ,R340,5917.0
2020-07-11,75TH AVENUE-QUEENS BLVD       ,R341,4365.0
2020-07-11,VAN WYCK BLVD-METROPOLITAN    ,R342,8514.0
2020-07-11,FRANKLIN STREET-WEST BWAY     ,R343,3233.0
2020-07-11,145TH STREET-LENOX AVENUE     ,R344,3803.0
2020-07-11,148TH STREET-LENOX AVENUE     ,R345,4040.0
2020-07-11,COURT SQ                      ,R346,6713.0
2020-07-11,69TH STREET-ROOSEVELT AVE     ,R347,9102.0
2020-07-11,ATLANTIC AV-VAN SINDEREN AV   ,R348,2729.0
2020-07-11,SUTTER AVE-VAN SINDEREN AVE   ,R349,6381.0
2020-07-11,LIVONIA AVE-VAN SINDEREN AV   ,R350,5259.0
2020-07-11,HEWES STREET-BROADWAY         ,R352,5086.0
2020-07-11,LORIMER STREET-BROADWAY       ,R353,7592.0
2020-07-11,104TH STREET-LIBERTY AVENUE   ,R354,3388.0
2020-07-11,109TH STREET-LIBERTY AVENUE   ,R355,4770.0
2020-07-11,LEFFERTS BLVD-LIBERTY AVE     ,R356,14846.0
